Direction,Outer Ratio,Inner Ratio,Change in $,% Change over last 4 minutes,% Change over last 8 minutes,Double Derivative,Total Profit $
Up,,,9537.11,,,0,
Down,,,-0.0100000000002183,,,0,0
Up,,,0.0100000000002183,,,2.09707243448154E-06,0
Down,,,-0.0100000000002183,,,-2.09707243448154E-06,0
Up,,,0.0100000000002183,,,2.09707243448154E-06,0
Down,,,-0.0100000000002183,,,-2.09707243448154E-06,0
Up,,,0.0100000000002183,,,2.09707243448154E-06,0
Down,,,-0.0100000000002183,,,-2.09707243448154E-06,0
Down,,,-2.76000000000022,,,-0.000288347612008466,0
Down,,,-1.1200000000008,,,0.00017192603438021,0
Down,,,-1.04999999999927,,,7.32894378541182E-06,0
Down,,,-7.17000000000007,,,-0.000642048520769989,0
Up,,,0.0100000000002183,,,0.000753239559046714,0
Down,,,-0.0100000000002183,,,-2.09973643061634E-06,0
Down,,,-2.54999999999927,,,-0.000266666667768756,0
Down,,,-1.4900000000016,,,0.000111244199006766,0
Down,,,-4.80999999999949,,,-0.000348728819759669,0
Up,,,0.0100000000002183,,,0.000506252001328145,0
Down,,,-0.0100000000002183,,,-2.101689180245E-06,0
Up,,,0.0100000000002183,,,2.101689180245E-06,0
Down,,,-1.15999999999985,,,-0.00012294875354224,0
Up,,,0.0100000000002183,,,0.000122948880549312,0
Down,,,-0.0100000000002183,,,-2.10194319405499E-06,0
Down,,,-4,,,-0.000419337888650451,0
Up,,,0.0100000000002183,,,0.000421440273847162,0
Down,,,-4.80999999999949,,,-0.000506781089549158,0
Up,,,0.00999999999839929,,,0.000506781620443375,0
Down,,,-0.00999999999839929,,,-2.10388898580494E-06,0
Up,,,0.00999999999839929,,,2.10388898580494E-06,0
Down,,,-0.00999999999839929,,,-2.10388898580494E-06,0
Up,,,3.79999999999927,,,0.000400791061568095,0
Down,,,-0.0100000000002183,,,-0.000400790642339333,0
Up,,,0.0100000000002183,,,2.10305052750215E-06,0
Up,,,2.34000000000015,,,0.000245005256517716,0
Down,,,-0.0100000000002183,,,-0.000247108048374023,0
Up,,,0.0100000000002183,,,2.10253318455589E-06,0
Down,,,-6.13999999999942,,,-0.000646528615515507,0
Up,,,0.00999999999839929,,,0.000646529293416798,0
Down,,,-0.00999999999839929,,,-2.10388898580494E-06,0
Down,,,-5.20000000000073,,,-0.000545959480183655,0
Up,-0.594882266801293,-0.440484774007279,0.0100000000002183,,,0.000548063944910693,0
Down,-0.580243325197266,-0.283902112731152,-0.0100000000002183,,,-2.1050404669376E-06,0
Up,0.877273120521462,7.02096095674938,0.0100000000002183,,,2.1050404669376E-06,0
Down,1.09265350272684,10.5712007891444,-0.0100000000002183,,,-2.1050404669376E-06,0
Up,0.968013865483314,10.9776122993388,0.0100000000002183,,,2.1050404669376E-06,0
Down,0.870327081545424,11.1322489200373,-0.0100000000002183,,,-2.1050404669376E-06,0
Up,0.755305509200547,10.1933398544234,0.0100000000002183,,,2.1050404669376E-06,0
Up,1.10094814494928,11.7979802231843,0.0900000000001455,,,8.42015632795956E-06,0
Up,1.11802045256942,11.7979802231843,1.89999999999964,,,0.000190504167671079,0
Up,1.23310610214239,12.1550730673238,9.34000000000015,,,0.000782870677048741,0
Up,1.36560816174337,16.9166797517284,2.67000000000007,8.13433037475228E-06,0.0210576799747136,-0.000702159489237575,0
Up,1.37344445246887,16.9166797517284,0.549999999999272,0.001715963855923,0.021868406927155,-0.000222884625139308,0
Up,1.38560161646386,16.9166797517284,0.600000000000364,0.00187422240540883,0.0227842231784356,5.25121045180654E-06,0
Up,1.41182959528489,16.9166797517284,0.420000000000073,0.000133450529914556,0.020487888401044,-1.89191683170886E-05,0
Up,1.42038622704644,16.9166797517284,4.1299999999992,0.00133445405305941,0.0230334500652413,0.000389843984195171,0
Up,1.42410210023399,17.525698096498,1.42000000000007,0.00161423589896923,0.0222215904626411,-0.000284830893395815,0
Up,1.45044801458293,22.2838696659759,3.92000000000007,0.0026030614976516,0.0263277912393933,0.000262524058070257,0
Up,1.46353583062276,22.2838696659759,3.18000000000029,0.00343498805604497,0.0295712791532354,-7.7851129963058E-05,0
Down,1.47516962373919,22.2838696659759,-0.0100000000002183,0.00352037389379813,0.027561016678046,-0.000334870871232074,0
Up,1.47730129296076,22.2838696659759,3.18000000000029,0.00468860037459561,0.0210696456508042,0.0003347598218435,0
Up,1.47210023921774,22.2838696659759,2.55999999999949,0.00524277976747978,0.0209483429338242,-6.5152658211387E-05,0
Down,1.37434225302887,24.1187540328477,-0.00999999999839929,0.00537452085587141,0.0203598211382661,-0.000269606532997124,0
Down,1.35405573894001,23.8940896443652,-0.0100000000002183,0.00644975184689084,0.0197187872271887,-1.10011999510107E-12,0
Down,1.34045571763309,23.7440333380589,-2.54000000000087,0.00562253637181959,0.0166135460156625,-0.000265339898361971,0
Up,1.32957864308351,23.7227413094057,2.52000000000044,0.00628081170115397,0.0149173671366376,0.000530750217445308,0
Down,0.0784609159453006,18.6750016742513,-5.65999999999985,0.00673457460042301,0.00374786752572619,-0.000857969043379092,0
Down,-0.223423732440429,16.9719806870653,-9.15999999999985,0.00304145539011179,-0.010641814087553,-0.000367642379202171,0
Down,-0.263226618132429,16.8499192546117,-1.11000000000058,0.00263309436840387,-0.0119256586562335,0.000844654462781813,0
Up,-0.341479501428846,15.4575330088166,6.75,0.0041498993383672,-0.00775456504045819,0.000825704258444526,0
Up,-0.276282664499561,0.13557477952896,3.46999999999935,0.0073323273257355,-0.00751429601526521,-0.000344832683308649,0
