Direction,Outer Ratio,Inner Ratio,Change in $,% Change over last 4 minutes,% Change over last 8 minutes,Double Derivative,Total Profit $
Up,,,8503.01,,,0,
Up,,,1.98999999999978,,,0,0
Down,,,-0.0100000000002183,,,-0.000235210550169729,0
Up,,,0.0100000000002183,,,2.35155928951514E-06,0
Down,,,-0.0100000000002183,,,-2.35155928951514E-06,0
Up,,,0.0100000000002183,,,2.35155928951514E-06,0
Down,,,-0.0100000000002183,,,-2.35155928951514E-06,0
Up,,,0.0100000000002183,,,2.35155928951514E-06,0
Down,,,-0.0100000000002183,,,-2.35155928951514E-06,0
Up,,,0.0100000000002183,,,2.35155928951514E-06,0
Down,,,-0.0100000000002183,,,-2.35155928951514E-06,0
Up,,,0.0100000000002183,,,2.35155928951514E-06,0
Up,,,14.2299999999996,,,0.00167195767057526,0
Up,,,0.0100000000002183,,,-0.00167195963590672,0
Down,,,-0.0100000000002183,,,-2.34762863116078E-06,0
Up,,,0.0100000000002183,,,2.34762863116078E-06,0
Down,,,-0.0100000000002183,,,-2.34762863116078E-06,0
Up,,,0.0100000000002183,,,2.34762863116078E-06,0
Down,,,-0.0100000000002183,,,-2.34762863116078E-06,0
Up,,,0.0100000000002183,,,2.34762863116078E-06,0
Up,,,0.760000000000218,,,8.80360206145792E-05,0
Up,,,0.0100000000002183,,,-8.80361266988317E-05,0
Up,,,1.06999999999971,,,0.00012441299813748,0
Up,,,2.92000000000007,,,0.000217092859382095,0
Down,,,-0.0100000000002183,,,-0.000343852724581595,0
Up,,,0.0100000000002183,,,2.34631765971827E-06,0
Down,,,-0.0100000000002183,,,-2.34631765971827E-06,0
Up,,,0.0100000000002183,,,2.34631765971827E-06,0
Down,,,-0.0100000000002183,,,-2.34631765971827E-06,0
Up,,,0.0100000000002183,,,2.34631765971827E-06,0
Down,,,-0.0100000000002183,,,-2.34631765971827E-06,0
Up,,,0.0100000000002183,,,2.34631765971827E-06,0
Down,0.0959204187745775,-0.311554945722066,-0.0100000000002183,,,-2.34631765971827E-06,0
Up,-0.0535750010188846,-0.757688050117508,0.0100000000002183,,,2.34631765971827E-06,0
Down,-0.0582976433987251,-0.753386063607417,-0.0100000000002183,,,-2.34631765971827E-06,0
Up,-0.118983485644119,-0.754793187706135,0.0100000000002183,,,2.34631765971827E-06,0
Down,-0.136477738104846,-0.753403602782309,-0.0100000000002183,,,-2.34631765971827E-06,0
Up,-0.156886720497048,-0.758055005312587,0.0100000000002183,,,2.34631765971827E-06,0
Down,-0.287271082335004,-0.838854452383009,-0.0100000000002183,,,-2.34631765971827E-06,0
Up,-0.376783491935436,-0.883858410296773,0.0100000000002183,,,2.34631765971827E-06,0
Down,-0.422317474771863,-0.904993970652368,-0.0100000000002183,,,-2.34631765971827E-06,0
Up,-0.535320485314005,-0.939520223943426,0.0100000000002183,,,2.34631765971827E-06,0
Down,-0.6184944459257,-0.947517307566759,-0.0100000000002183,,,-2.34631765971827E-06,0
Up,-0.684027468082361,-0.955385386637374,0.0100000000002183,,,2.34631765971827E-06,0
Down,-0.705088754586173,-0.95527648513802,-0.0100000000002183,,,-2.34631765971827E-06,0
Up,-0.715330396725692,-0.959529793266564,0.0100000000002183,,,2.34631765971827E-06,0
Down,-0.722424443723869,-0.962941405568647,-0.0100000000002183,,,-2.34631765971827E-06,0
Up,-0.72711230018806,-0.967070700773032,0.0100000000002183,,,2.34631765971827E-06,0
Down,-0.724380845576779,-0.971264370895207,-0.0100000000002183,,,-2.34631765971827E-06,0
Down,-0.720565366399351,-0.974803028200321,-0.989999999999782,,,-0.000114969634142148,0
Down,-0.717259273261641,-0.98567523751367,-4,-0.00266118678940391,-0.00975768507797866,-0.000353175522863403,0
Down,-0.711448081858846,-0.986632697903179,-12.5100000000002,-0.00934143849731531,-0.0342519413403205,-0.00099916390107524,0
Up,-0.595651878282371,-0.869073138843316,0.0100000000002183,-0.0085531989036991,-0.0342127958212313,0.00146965778922614,0
Down,-0.559542144219464,-0.844002094281622,-0.0100000000002183,-0.00856298528344781,-0.0342519413402261,-2.35114462532326E-06,0
Down,-0.304822549827305,-0.718131580333544,-0.0200000000004366,-0.00856789356622155,-0.0342715744713211,-1.17557438572558E-06,0
Down,-0.292510414121754,-0.712688449364467,-0.8799999999992,-0.00900382617900717,-0.0340600390590991,-0.000101099521543135,0
Up,-0.273300000551499,-0.696700899845507,0.0100000000002183,-0.00899403928094021,-0.0262184721834054,0.000104626364944904,0
Down,-0.0249405181849427,-0.530391673755765,-0.0100000000002183,-0.00900382617898219,-0.00176336351323155,-2.35139340643009E-06,0
Up,0.359493965095984,-0.392521831745838,0.0100000000002183,-0.00899403928091523,-0.00176336144005288,2.35139340643009E-06,0
Down,0.382591305788335,-0.38766152068593,-0.0100000000002183,-0.00900382617895721,-0.001763363513226,-2.35139340643009E-06,0
Up,0.637316790602095,-0.369875234410405,0.0100000000002183,-0.00899403928089025,-0.00170458278986318,2.35139340643009E-06,0
Down,0.150485512693096,-0.645605948110683,-0.0100000000002183,-0.00982235583781804,-2.35138649529176E-05,-2.35139340643009E-06,0
