Direction,Outer Ratio,Inner Ratio,Change in $,% Change over last 4 minutes,% Change over last 8 minutes,Total Profit $
Up,,,9572.01,,,
Down,,,-0.800000000001091,,,0
Down,,,-1.20999999999913,,,0
Down,,,-1.92000000000007,,,0
Down,,,-8.07999999999993,,,0
Down,,,-1.57999999999993,,,0
Up,,,0.75,,,0
Down,,,-0.0100000000002183,,,0
Down,,,-2.60000000000036,,,0
Down,,,-0.219999999999345,,,0
Down,,,-0.329999999999927,,,0
Down,,,-1.03000000000065,,,0
Down,,,-1.10000000000036,,,0
Down,,,-0.8799999999992,,,0
Down,,,-1.78000000000065,,,0
Down,,,-0.0100000000002183,,,0
Down,,,-0.209999999999127,,,0
Down,,,-1,,,0
Down,,,-35.6499999999996,,,0
Down,,,-0.479999999999563,,,0
Down,,,-0.0100000000002183,,,0
Up,,,0.0100000000002183,,,0
Down,,,-0.0100000000002183,,,0
Up,,,0.0100000000002183,,,0
Down,,,-0.0100000000002183,,,0
Up,,,0.0100000000002183,,,0
Down,,,-0.0100000000002183,,,0
Up,,,0.0100000000002183,,,0
Down,,,-0.0100000000002183,,,0
Up,,,0.0100000000002183,,,0
Down,,,-0.0100000000002183,,,0
Up,,,0.0100000000002183,,,0
Down,,,-0.0100000000002183,,,0
Up,,,0.0100000000002183,,,0
Down,,,-0.0100000000002183,,,0
Up,,,0.0100000000002183,,,0
Up,,,1.23999999999978,,,0
Up,,,2.88999999999942,,,0
Up,,,2,,,0
Up,,,4.54999999999927,,,0
Down,,,-0.00999999999839929,,,0
Up,,,0.00999999999839929,,,0
Up,,,3.45000000000073,,,0
Up,,,12,,,0
Up,,,0.5,,,0
Up,,,4.14999999999964,,,0
Up,,,0.350000000000364,,,0
Down,,,-0.0100000000002183,,,0
Up,,,0.0100000000002183,,,0
Down,,,-0.0100000000002183,,,0
Up,,,0.0100000000002183,,,0
Down,,,-0.0100000000002183,-0.00563428614464234,-0.00563428614464234,0
Up,,,0.0100000000002183,-0.0054692274573942,-0.0054692274573942,0
Down,,,-0.0100000000002183,-0.00521429052258493,-0.00521429052258493,0
Down,,,-23.0100000000002,-0.003659727549747,0.0142081403455126,0
Up,,,5.89999999999964,-0.0039463895433781,0.0042859176425053,0
Down,,,-4.01999999999862,-0.00211368718151665,0.00737875729617199,0
Up,,,0.0100000000002183,-0.00333600241793075,0.00461747881254693,0
Down,,,-0.0100000000002183,-0.00337473821342515,0.00310409158557234,0
Up,,,0.0100000000002183,-0.00295169283639707,0.00204820072796541,0
Down,,,-0.0100000000002183,-0.00288423882012155,-0.000336255182212808,0
Down,,,-6.60000000000036,-0.00287975172898483,-0.000336255557032428,0
Down,,,-6.80999999999949,-0.00465195904940681,-0.00591325892236433,0
Down,,,-3.84000000000015,-0.00627944796331038,-0.0163079321966581,0
Down,,,-5.61000000000058,-0.00719800525841051,-0.018708865274351,0
