Direction,Outer Ratio,Inner Ratio,Change in $,% Change over last 4 minutes,% Change over last 8 minutes,Double Derivative,Total Profit $
Up,,,8360,,,0,
Down,,,-10.9200000000001,,,0,0
Down,,,-0.0499999999992724,,,0.00130023141191082,0
Down,,,-4.07999999999993,,,-0.000482690839467059,0
Down,,,-0.81000000000131,,,0.000391614831430243,0
Down,,,-5.01000000000022,,,-0.00050335668174295,0
Down,,,-0.1299999999992,,,0.000584832217379927,0
Up,,,0.0100000000002183,,,1.67883407373726E-05,0
Down,,,-4.51000000000022,,,-0.000542030770078528,0
Up,,,0.0100000000002183,,,0.000542031417547495,0
Down,,,-0.0100000000002183,,,-2.39966260751068E-06,0
Up,,,0.0100000000002183,,,2.39966260751068E-06,0
Down,,,-0.0100000000002183,,,-2.39966260751068E-06,0
Up,,,0.0499999999992724,,,7.19899070156238E-06,0
Up,,,4.46000000000095,,,0.000529122712089158,0
Down,,,-0.0100000000002183,,,-0.000536321055323197,0
Up,,,11,,,0.00132030219306978,0
Up,,,6.78000000000065,,,-0.000507126962049131,0
Down,,,-0.0100000000002183,,,-0.000813172681057184,0
Up,,,0.0100000000002183,,,2.39326773798787E-06,0
Down,,,-0.0100000000002183,,,-2.39326773798787E-06,0
Up,,,0.0100000000002183,,,2.39326773798787E-06,0
Down,,,-0.0100000000002183,,,-2.39326773798787E-06,0
Up,,,0.0100000000002183,,,2.39326773798787E-06,0
Down,,,-0.0100000000002183,,,-2.39326773798787E-06,0
Up,,,0.0100000000002183,,,2.39326773798787E-06,0
Down,,,-0.0100000000002183,,,-2.39326773798787E-06,0
Up,,,0.0100000000002183,,,2.39326773798787E-06,0
Down,,,-0.0100000000002183,,,-2.39326773798787E-06,0
Down,,,-0.770000000000437,,,-9.09442298838714E-05,0
Up,,,0.0100000000002183,,,9.33376078909864E-05,0
Down,,,-0.0100000000002183,,,-2.39348827590913E-06,0
Down,,,-0.909999999999854,,,-0.000107707038291882,0
Up,,,0.0100000000002183,,,0.000110100656911971,0
Down,,,-0.0100000000002183,,,-2.39374896404687E-06,0
Down,,,-1.67000000000007,,,-0.000198681284339086,0
Down,,,-25.6399999999994,,,-0.00286952335648427,0
Up,,,6.51000000000022,,,0.00385112245342278,0
Up,,,0.00999999999839929,,,-0.000780521076578111,0
Down,,,-0.00999999999839929,,,-2.39972307147784E-06,0
Down,,,-1.61000000000058,,,-0.000191977962370027,0
Up,,,0.0100000000002183,,,0.000194377917273392,0
Down,,,-3.84000000000015,,,-0.000462035670593997,0
Up,,,0.0100000000002183,,,0.00046203622245411,0
Down,,,-0.0100000000002183,,,-2.40129045359083E-06,0
Up,,,0.0100000000002183,,,2.40129045359083E-06,0
Down,,,-0.0100000000002183,,,-2.40129045359083E-06,0
Up,,,0.0100000000002183,,,2.40129045359083E-06,0
Down,,,-0.0100000000002183,,,-2.40129045359083E-06,0
Up,,,0.0100000000002183,,,2.40129045359083E-06,0
Down,,,-0.0100000000002183,-0.00272629766077016,-0.00593466636217288,-2.40129045359083E-06,0
Up,-0.0894070197216812,1.28149963547347,0.0100000000002183,-0.00275282574947895,-0.00416758937005011,2.40129045359083E-06,0
Down,-0.154177633715685,1.23443346757194,-0.0100000000002183,-0.0015990771195055,-0.00418941426635445,-2.40129045359083E-06,0
Up,-0.281989702968623,0.90488965428332,0.0100000000002183,-0.0016910272645046,7.20756787586652E-11,2.40129045359083E-06,0
Up,-0.275251281087233,1.29386024552789,3.01000000000022,-0.00217676820152536,0.00362594648010806,0.000360193350349647,0
Up,-0.262056848468487,1.597045743027,0.6299999999992,-0.00193331580225831,0.0043700727975482,-0.000285780718605633,0
Up,-0.252796937584462,1.76470273374068,0.5,-0.00729333173887393,0.00498213924860824,-1.56072770916005E-05,0
Up,-0.247061768238302,1.82253673038239,8.95999999999913,-0.00442289092110137,0.0157225628863356,0.00101523700912032,0
Down,-0.246447120229903,1.95742965727232,-0.00999999999839929,-0.00442289623583003,0.0157225817409512,-0.00107644176876476,0
Up,-0.256659339293136,10.9378547946569,0.00999999999839929,-0.00465567465754581,0.0157225628862911,2.39751952602063E-06,0
Down,-0.352303185617656,11.0589704430026,-0.00999999999839929,-0.00478474359552391,0.0174561947571459,-2.39751952602063E-06,0
Up,-0.386229353121409,10.9738488699713,0.00999999999839929,-0.00477826955867376,0.0174828548125635,2.39751952602063E-06,0
Down,-0.409066845913343,10.8436313753892,-0.00999999999839929,-0.00478474359551011,0.0174561947570965,-2.39751952602063E-06,0
Up,-0.470747105446172,10.6998039345946,0.00999999999839929,-0.00477826955865996,0.0134540254702559,2.39751952602063E-06,0
Down,-0.482621955794944,10.6628589129515,-0.00999999999839929,-0.00478474359549631,0.012600558395411,-2.39751952602063E-06,0
Up,-0.628748835824736,9.88186908310892,0.00999999999839929,-0.00465505242683943,0.0119471446163175,2.39751952602063E-06,0
Down,-0.688679858748328,-0.251975731622764,-0.00999999999839929,-0.00466170660433548,-1.33194810687027E-05,-2.39751952602063E-06,0
Down,-0.695109115941916,-0.348566640713672,-4.75,-0.00624008017480101,-0.00632679136712339,-0.000568212469744922,0
Up,-0.711328696746682,-0.89159521483398,0.00999999999839929,-0.00584342570268709,-0.00568211779582994,0.000570610672247507,0
Down,-0.717800112885758,-0.846582949974474,-0.00999999999839929,-0.00557087227677909,-0.00570609982083914,-2.39888547748368E-06,0
Up,-0.705329445305391,-0.766865277843328,0.00999999999839929,-0.00543852770416072,-0.00517645944205276,2.39888547748368E-06,0
Down,-0.68747166672079,-0.755928892644529,-0.00999999999839929,-0.00531765080638291,-0.00517646565091547,-2.39888547748368E-06,0
Up,-0.685771950872083,-0.756657749875786,0.00999999999839929,-0.00531220517772127,-0.00517645944203762,2.39888547748368E-06,0
Down,-0.630648515605572,-0.655758543580119,-0.00999999999839929,-0.00534864013955273,-0.00517646565090033,-2.39888547748368E-06,0
Up,-0.615948931988946,-0.63128877844274,0.00999999999839929,-0.00522146375617218,-0.00517645944202248,2.39888547748368E-06,0
Down,-0.278481650894659,0.400646241844833,-0.00999999999839929,-0.00521347579729816,-0.00570609982078918,-2.39888547748368E-06,0
Up,-0.233155863765056,0.564104660596672,0.00999999999839929,-0.00472304262275435,-0.00568211779576333,2.39888547748368E-06,0
Up,-0.173090156120304,0.980213757042701,12.7900000000009,0.00650497654217842,0.0153528579224638,0.0015328868995752,0
Down,-0.166009427664146,1.092507719764,-0.0100000000002183,0.00459541911870497,0.0153288874399782,-0.00153528394782376,0
Up,-0.161816901841395,1.08055890378717,0.0100000000002183,0.00459541361619054,0.0153528579224183,2.39521101508267E-06,0
Down,-0.155808188285849,1.07675428850577,-0.0100000000002183,0.00459541911869171,0.0153288874399327,-2.39521101508267E-06,0
Up,-0.160169352070243,1.02334054430875,0.0100000000002183,0.00519324293496687,0.0153528579223727,2.39521101508267E-06,0
Down,-0.161855760700131,1.00305887369602,-0.0100000000002183,0.00634233786425714,0.0153288874398871,-2.39521101508267E-06,0
Up,-0.171868260994093,0.931365385119136,0.0100000000002183,0.00634233026494985,0.0153528579223272,2.39521101508267E-06,0
Down,-0.172776963455725,0.904821592140114,-0.0100000000002183,0.00634233786423882,0.0153288874398416,-2.39521101508267E-06,0
Up,-0.220835273253912,0.649262159699352,0.0100000000002183,0.006508032693535,0.0153528579222817,2.39521101508267E-06,0
Down,-0.281797101151795,0.292104628085903,-0.0100000000002183,0.00667614511643865,0.0153288874397961,-2.39521101508267E-06,0
Up,-0.393680088363975,-0.677641987573519,0.0100000000002183,0.0068598182406211,1.33067995708755E-05,2.39521101508267E-06,0
Down,-0.369110291432558,-0.664814717754648,-0.0100000000002183,0.00724495570528656,-1.33066561522652E-05,-2.39521101508267E-06,0
Up,-0.360669471705325,-0.646601188676455,0.0100000000002183,0.00621582316222209,1.33067995708755E-05,2.39521101508267E-06,0
Down,-0.363324921885422,-0.638507011264927,-0.0100000000002183,0.00599636349798776,-1.33066561522652E-05,-2.39521101508267E-06,0
Up,-0.371751271057,-0.643277953600342,0.0100000000002183,0.00582833951405824,1.33067995708755E-05,2.39521101508267E-06,0
Down,-0.420693152428077,-0.697892873118125,-0.0100000000002183,0.00275279490117043,-1.33066561522652E-05,-2.39521101508267E-06,0
Down,-0.566008737998576,-0.826159475235222,-0.989999999999782,0.00248504469920425,-0.0014970077091378,-0.000117365411452686,0
Down,-0.634642277552751,-0.866531530827763,-7.95000000000073,-0.000325135300600699,-0.0133846607178897,-0.00083364682924747,0
Down,-0.639003983838298,-0.859740056122528,-0.00999999999839929,-0.000319098644194379,-0.0119107971917671,0.000951010955662746,0
Down,-0.675182268533166,-0.880741301558989,-0.0400000000008731,-0.000329677485420924,-0.013459591421934,-3.59667523364138E-06,0
