Direction,Outer Ratio,Inner Ratio,Change in $,% Change over last 4 minutes,% Change over last 8 minutes,Double Derivative,Total Profit $
Up,,,9059.37,,,0,
Down,,,-1.29000000000087,,,0,0
Down,,,-14.75,,,-0.00148598639979647,0
Up,,,4.3799999999992,,,0.00211271527070123,0
Down,,,-7.71999999999935,,,-0.00133758944381501,0
Down,,,-3.43000000000029,,,0.000473829381961499,0
Up,,,0.0100000000002183,,,0.000380531814271112,0
Up,,,3.44000000000051,,,0.000379568795343177,0
Up,,,13.4099999999999,,,0.00110273002757566,0
Down,,,-21.5799999999999,,,-0.00386703505050379,0
Up,,,21.5699999999997,,,0.00477184729501146,0
Up,,,0.590000000000146,,,-0.00232304886837409,0
Down,,,-0.0100000000002183,,,-6.62732990501791E-05,0
Up,,,14.4899999999998,,,0.00160150386613589,0
Up,,,5.52000000000044,,,-0.000991697592876095,0
Down,,,-0.0100000000002183,,,-0.000609803838866552,0
Up,,,0.0100000000002183,,,2.2041008397311E-06,0
Down,,,-0.0100000000002183,,,-2.2041008397311E-06,0
Up,,,0.0100000000002183,,,2.2041008397311E-06,0
Down,,,-3.95999999999913,,,-0.000437513776836984,0
Down,,,-0.0400000000008731,,,0.000432001601929355,0
Down,,,-0.0100000000002183,,,3.30758804811815E-06,0
Down,,,-2.10000000000036,,,-0.000230430244247848,0
Up,,,0.0100000000002183,,,0.000232635572460782,0
Up,,,13.2800000000007,,,0.00146340387399224,0
Down,,,-2.38000000000102,,,-0.00172658714490104,0
Down,,,-21.3599999999988,,,-0.00209065336294845,0
Up,,,14.5900000000001,,,0.00396356427480005,0
Up,,,1.29999999999927,,,-0.00146753284722645,0
Down,,,-0.0100000000002183,,,-0.000144399717287969,0
Up,,,0.0100000000002183,,,2.2042635968722E-06,0
Down,,,-0.0100000000002183,,,-2.2042635968722E-06,0
Up,,,5.64999999999964,,,0.00062380694045594,0
Up,,,8.35000000000036,,,0.000297003043057575,0
Down,,,-2.63999999999942,,,-0.00121022254752401,0
Down,,,-0.229999999999563,,,0.000265197347755208,0
Down,,,-0.400000000001455,,,-1.87139367812117E-05,0
Up,,,0.0100000000002183,,,4.51321148042805E-05,0
Down,,,-0.0100000000002183,,,-2.20165994158084E-06,0
Up,,,0.0100000000002183,,,2.20165994158084E-06,0
Down,,,-0.0100000000002183,,,-2.20165994158084E-06,0
Up,,,0.0100000000002183,,,2.20165994158084E-06,0
Down,,,-0.0100000000002183,,,-2.20165994158084E-06,0
Up,,,0.0100000000002183,,,2.20165994158084E-06,0
Down,,,-0.0100000000002183,,,-2.20165994158084E-06,0
Up,,,0.0100000000002183,,,2.20165994158084E-06,0
Down,-0.818057324787047,-0.972836354235712,-0.0100000000002183,,,-2.20165994158084E-06,0
