Down,1.915519853,-1,-0.01
Up,1.916150754,-0.106652464,0.01
Down,1.916573414,-0.309352518,-13.68
Down,1.931239086,-0.019021739,-0.01
Up,1.946539917,14.0625,1.04
Up,1.95130248,6.582270408,12.62
Down,1.96155902,0,-3.42
Down,1.963752428,-0.826086957,-3.12
Up,1.969995964,-0.652173913,1.59
Down,1.967262552,-0.652173913,-5.73
Up,1.968475691,-0.652173913,4.14
Up,1.965120472,-0.826086957,6.57
Down,1.961600701,-1,-9.41
Down,1.958126821,-1,-0.01
Up,1.941264002,-0.152173913,0.01
Down,1.871240781,0.22515528,-0.01
Up,1.814773458,0.565217391,0.01
Down,1.814191233,3.037888199,-0.01
Up,1.800622298,-1,9.4
Down,1.782315715,-0.925465839,-0.01
Up,1.765665517,-0.925465839,0.01
Down,1.733237731,-0.826086957,-0.01
Up,1.647476144,21.43478261,0.01
Down,1.627741343,0.514736437,-0.01
Up,1.61087935,-0.426548673,0.01
Down,1.531730827,-0.715080445,-0.01
Up,1.511364793,-0.618958721,0.01
Down,1.251396661,-0.262858365,-0.01
Up,1.166459325,0.113236588,0.01
Down,1.150938068,0.487749442,-0.01
Up,1.128324852,0.904191617,0.01
Up,0.968916526,4.097490745,5.61
Up,0.922827005,4.090909091,6.44
Up,0.850979486,3.75974026,2.27
Up,0.807267346,19.525,0.91
Down,0.158425692,0.605555556,-0.01
Up,-0.115120478,4.025,0.39
Down,-0.147800502,12.5,-0.39
Up,-0.162004632,0.680781759,0.01
Up,-0.2254835,7.920289855,0.38
Down,-0.25320097,7.913043478,-0.01
Up,-0.274527776,7.971014493,0.01
Down,-0.280951173,9.869565217,-0.01
Up,-0.280486656,7.826086957,0.92
Up,-0.280986996,5.804347826,14.09
Up,-0.301174914,1.664596273,1.51
Up,-0.313425045,3.730434783,0.01
Up,-0.326102649,4.028571429,3.48
Up,-0.373937496,39.81363636,3.6
Up,-0.37357356,4.265625,2.03
Up,-0.370269514,4.265625,4.67
Up,-0.37772302,-0.445652174,7.49
Down,-0.410587347,0.011111111,-7.8
Up,-0.421506831,8.179487179,6.61
Down,-0.421477628,8.170940171,-1.6
Down,-0.421714345,-0.194626901,-5.01
Up,-0.42453168,-1,5.02
Down,-0.42839846,-1,-9.36
Down,-0.44406327,-1,-0.01
Up,-0.449863763,-1,0.01
Down,-0.456012605,-1,-0.01
Up,-0.459390134,-1,0.01
Down,-0.46424461,-1,-15.65
Up,-0.469496058,-0.739789196,15.65
Up,-0.482005127,3.565217391,6.15
Down,-0.501559283,3.565217391,-0.01
Up,-0.507067693,3.565217391,1.86
Down,-0.51323812,-1,-0.13
Down,-0.529114206,-1,-7.88
Down,-0.542061077,-1,-0.64
Up,-0.548754264,-1,6.78
Down,-0.573060914,-1,-1.77
Down,-0.592781082,-1,-0.01
Down,-0.596985968,-1,-0.01
Up,-0.599148974,2.304347826,3.52
Down,-0.60186471,-0.867403315,-6.7
Up,-0.604542965,392,0.99
Up,-0.605429178,392,2.19
Up,-0.611127633,392,1.01
Down,-0.62721632,-1,-6
Up,-0.633653045,-0.333333333,5
Up,-0.648314054,-1,0.99
Up,-0.65547209,-1,0.01
Down,-0.671710863,-1,-0.01
Up,-0.673851568,-1,0.01
Down,-0.676224107,-1,-5.99
Up,-0.678194895,0.2,4.98
Up,-0.682542011,0.8,0.01
Down,-0.691566566,-1,-5
Up,-0.695367905,-1,5
Up,-0.688031453,7.545,6.6
Up,-0.690857658,-0.09,8.46
Up,-0.695307155,-0.590909091,2.67
Down,-0.6948267,9.769230769,-0.98
Up,-0.689949709,9.769230769,3.25
Up,-0.684243392,9.769230769,8
Up,-0.682506694,9.769230769,0.13
Up,-0.682023255,8.333333333,9.57
Down,-0.68151389,1.267716535,-0.05
Down,-0.681825311,-0.604790419,-2.5
Up,-0.681740667,-0.958041958,2.63
Up,-0.681171712,0.346593885,1.03
Up,-0.673381514,10.26138211,0.21
Up,-0.672756756,12.35240775,0.08
Up,-0.621640015,11.84615385,0.14
Down,-0.607665634,8.780487805,-0.01
Up,-0.613244555,16.43478261,0.01
Up,-0.617751556,16.43478261,0.76
Down,-0.616922472,-0.712719298,-0.01
Up,-0.614875938,7.722222222,0.01
Up,-0.6143169,0.263157895,0.42
Down,-0.613683298,0.492273731,-0.47
Up,-0.614605643,-0.944649446,0.01
Down,-0.617520499,-0.852835348,-0.15
Down,-0.61947401,-0.895348837,-4.81
Up,-0.619161631,-1,0.01
Down,-0.619818611,-1,-0.01
Down,-0.621006169,-1,-0.05
Down,-0.620783756,-1,-14.85
Up,-0.61417654,-0.347826087,14.9
Down,-0.617740684,2.333333333,-14.78
Up,-0.624062769,-1,4.79
Up,-0.635216964,-1,5.85
Down,-0.641753695,90.2,-0.01
Up,-0.63619886,97.4,0.01
Up,-0.632482188,50.61942446,0.01
Down,-0.631990293,0.355788097,-0.02
Up,-0.632086552,-1,0.01
Down,-0.640705091,-0.689119171,-5.86
Down,-0.643083184,-0.689119171,-0.01
Down,-0.644764486,-1,-1.12
Down,-0.651334372,-1,-3.87
Down,-0.653079396,-1,-9
Up,-0.647144572,-0.388888889,0.04
Up,-0.635144595,-0.825757576,3.93
Up,-0.630389984,-1,0.01
Down,-0.636653662,-0.739130435,-0.01
Up,-0.644697096,-1,0.01
Down,-0.647126477,-1,-3.98
Up,-0.658273917,-1,3.98
Down,-0.661765275,-0.2,-0.01
Up,-0.665292245,-0.36,0.01
Up,-0.665504937,0.691176471,0.02
Down,-0.664905723,0.014492754,-0.01
Up,-0.663692598,1.447368421,0.19
Up,-0.609579336,21.96,2.82
Up,-0.605821229,10,2.13
Up,-0.498134153,115,2.22
Up,-0.493411929,115,0.34
Down,-0.463107972,115,-0.01
Up,-0.399698631,56,0.01
Up,-0.2977653,32.44444444,3
Up,-0.281969144,6.313953488,3.47
Up,-0.28679487,1.181818182,0.84
Up,-0.286897927,-0.096153846,0.86
Up,-0.293984936,-1,0.64
Down,-0.337531369,-1,-0.01
Up,-0.353547686,-1,0.01
Down,-0.370246723,-1,-3.96
Down,-0.378408894,-1,-4.85
Up,-0.381803969,3.233333333,2.77
Down,-0.390305972,-1,-2.77
Up,-0.395444386,-0.964285714,3
Down,-0.421161324,-0.297101449,-0.01
Up,-0.429647511,-0.27173913,0.01
Up,-0.43413647,-0.254892247,0.31
Up,-0.435437093,0,7.25
Up,-0.437322223,27.03968254,6.75
Down,-0.437461241,3.817073171,-0.01
Up,-0.439968496,3.245046924,1.4
Up,-0.358273711,23.37837838,0.73
Down,-0.291517577,71.75120773,-0.01
Up,-0.268039891,87.91666667,0.01
Up,-0.012690189,31.88,4.57
Up,-0.005127287,3.25,2.31
Down,0.004364968,-0.520797342,-0.01
Up,0.004420938,-0.508165763,0.01
Down,0.001931614,-0.867549669,-4
Up,-0.01554445,-0.970885093,0.01
Down,-0.067733997,-0.682692308,-2.77
Up,-0.085905969,-0.769230769,2.76
Down,-0.097318029,-0.953057812,-0.02
Up,-0.170629701,0.100790514,0.02
Down,-0.240066722,6.282608696,-0.01
Up,-0.302761514,-0.995454545,4.01
Down,-0.615786533,5.544554455,-0.01
Up,-0.615053907,6.80432851,0.01
Down,-0.600760936,14.77464789,-0.01
Up,-0.586462928,33.203125,6.74
Up,-0.560766812,27.5,0.26
Up,-0.526244429,52.125,0.48
Up,-0.506892722,96,0.56
Up,-0.495377243,96,7.95
Up,-0.491205747,96,15.46
Down,-0.487833549,14.65217391,-11.53
Up,-0.484434138,14.65217391,6.09
Up,-0.481920975,10.13498789,5.44
Down,-0.480807903,0.313559322,-4.87
Down,-0.480257323,-1,-6.67
Up,-0.476390952,-1,0.01
Down,-0.424636135,2.102888518,-0.01
Up,-0.416265779,2.789473684,0.01
Up,-0.359477451,2.356287425,6.09
Down,-0.363118804,-0.282608696,-0.01
Up,-0.363725341,0.217391304,0.01
Down,-0.362490403,0.982608696,-0.01
Up,-0.36262136,0.760869565,0.01
Down,-0.367476967,2.391304348,-0.01
Up,-0.370344391,0.205533597,0.01
Down,-0.382329122,0.753623188,-20
Up,-0.387613328,0.376811594,3.01
Up,-0.392669035,2.304347826,0.02
Down,-0.399029036,-0.97826087,-0.01
Down,-0.425867142,-1,-3
Down,-0.459979662,-1,-5.02
Down,-0.471219054,-1,-5.37
Up,-0.494181037,-1,5.37
Down,-0.498600322,-1,-10
Up,-0.503040994,-1,2.13
Up,-0.515507505,-1,1.5
Down,-0.532513046,-1,-0.01
Up,-0.538655281,-1,0.01
Down,-0.54976351,-1,-0.63
Up,-0.548656884,-1,0.01
Down,-0.559153212,-1,-0.01
Down,-0.560527989,-1,-13
Up,-0.553463554,10.2173913,0.01
Down,-0.502685917,-0.608695652,-0.01
Up,-0.489081424,-1,6.9
Down,-0.497492301,-1,-0.8
Up,-0.504369135,-1,0.01
Down,-0.512184876,-1,-3.58
Up,-0.516546302,-1,1.94
Down,-0.517007635,-1,-4.45
Down,-0.393374764,2.571428571,-10.39
Down,-0.374292404,-0.760293236,-9.63
Up,-0.276846573,-0.706936608,15.08
Down,-0.258323954,-1,-0.09
Up,-0.232424409,0.322981366,5
Up,-0.216525956,1.069565217,0.05
Down,0.449259327,0.007246377,-0.01
Up,0.533423354,-0.496376812,5.67
Up,0.55346563,-1,1.73
Up,0.567073459,-1,6.57
Down,0.628207019,-1,-4
Up,0.6577735,-1,4
Up,0.731181321,-1,6
Up,0.742328327,-1,1.43
Down,0.752201173,-1,-7.44
Up,0.811646478,-1,6.01
Down,0.823303579,-1,-30
Down,0.854684315,-0.336956522,-0.01
Up,0.872534471,-0.367844553,0.01
Up,1.307674679,0.451505017,5
Up,1.383167728,0.451505017,14.98
Up,1.494523478,-0.934782609,0.43
Up,1.482685113,-1,9.57
Down,1.451279536,-1,-6.08
Up,1.404885217,-1,6.09
Up,1.392975075,-1,5.15
Down,1.384446053,-1,-1.6
Up,1.380048936,-1,5.37
Down,1.339837646,-1,-1.62
Up,1.284952687,-1,0.01
Up,1.228389149,-1,2.69
Up,1.027432495,-1,8.17
Up,1.006746642,-1,0.01
Down,0.968407275,-1,-0.17
Up,0.928562936,-1,18.56
Down,0.904170018,-1,-0.01
Down,0.853985525,-1,-18.56
Up,0.827602898,-1,12.02
Down,0.785145227,-1,-0.01
Down,0.759752435,-1,-4.78
Up,0.732226036,-1,0.01
Down,0.713536568,-1,-10.23
Down,0.6994545,-1,-6.12
Down,0.691862056,0.565217391,-1.59
Down,0.68841149,0.956521739,-3.42
Up,0.698499024,5.652173913,0.01
Down,0.69892453,-1,-23.93
Up,0.714808521,-1,10.45
Down,0.693465036,-1,-0.39
Down,0.725604406,3.652173913,-8.87
Down,0.76486798,12.63043478,-0.01
Up,0.826581451,16.56521739,0.01
Up,1.143395632,18.2173913,3.85
Up,1.127678469,18.2173913,11.02
Down,1.081795554,-0.971014493,-5.02
Up,1.052459881,-1,0.01
Down,1.036430358,0.328063241,-0.01
Up,1.04181311,0.328063241,0.01
Up,1.026847344,-0.572463768,9.13
Down,1.063574615,-0.897515528,-30.13
Down,1.230568007,0.802173913,-0.01
Up,1.680840345,-0.676679842,0.01
Up,1.759630314,-0.784161491,41.94
Down,1.758222263,-0.784161491,-2.91
Up,1.756551721,-0.773033126,0.96
Down,1.642218695,-1,-0.01
Down,1.539635754,-1,-4.97
Up,1.022698807,-1,4.98
Down,0.790618724,-1,-4.99
Down,0.726769614,-1,-11.14
Up,0.155585326,-1,11.14
Down,0.140562227,-1,-4.99
Up,0.095999115,-1,4.78
Up,0.089518408,1,0.21
Down,0.086128914,1,-4.11
Up,0.073791624,23,2.11
Up,-0.138166134,2.833333333,6.99
Down,-0.632645138,-1,-6.99
Up,-0.621369985,-0.81039678,7
Up,-0.280574827,1.047826087,9
Up,-0.282169661,-0.545454545,0.99
Up,-0.222527267,2.526397516,0.01
Up,-0.022039478,20.60869565,2.02
Up,0.009581939,12.47101449,10.98
Up,0.013505954,14.42857143,2.37
Down,0.016471523,2.47826087,-0.01
Up,0.018502922,2.47826087,0.01
Up,0.021195297,2.47826087,4.63
Up,0.030533564,5.727272727,5
Up,0.02840426,5.652350427,3.04
Up,-0.006777785,0.959390863,6.2
Up,-0.017351414,-0.538461538,4.38
Down,-0.062004782,-0.95620438,-0.01
Down,-0.078263621,-1,-3.61
Up,-0.133086779,-1,6.08
Up,-0.17547088,-1,0.03
Up,-0.186948641,-1,0.39
Down,-0.209476158,0.714285714,-41.5
Down,-0.196174391,-0.768471028,-0.01
Up,-0.191231928,-0.797463768,0.01
Down,-0.181283665,-0.741418764,-4.38
Up,-0.18530181,-0.93625498,0.01
Down,-0.184574319,2.195652174,-3.33
Up,-0.175381752,8.543478261,2.7
Down,-0.170012485,12.56521739,-2.7
Up,-0.166578939,10.47826087,7.7
Down,-0.16281684,8.739130435,-7.7
Up,-0.153902439,-0.857306557,2.7
Up,-0.138698606,0.2275,2.31
Up,-0.124616985,-0.733914459,2.69
Down,-0.093236389,-0.317028986,-0.01
Up,-0.086426793,-0.486789298,0.01
Down,-0.257331675,-0.812916534,-0.01
Up,-0.254610031,-0.822656285,0.01
Down,-0.257382965,-0.836357908,-0.01
Up,-0.255266835,-0.838551767,0.01
Down,-0.199188931,-0.849888924,-0.01
Up,-0.192234378,-0.847186701,0.01
Down,-0.399663454,-0.893373359,-0.01
Up,-0.443061669,-0.707164354,0.01
Down,-0.441772539,-0.692280975,-0.01
Up,-0.455879555,-0.888791543,0.01
Down,-0.48897495,-0.896552899,-0.01
Up,-0.491547786,-0.926315789,0.01
Down,-0.532521532,-0.943181818,-15
Up,-0.537343751,-0.943181818,10.52
Down,-0.538880481,-0.47826087,-10.52
Up,-0.540194314,-1,0.01
Down,-0.56934881,-1,-0.59
Down,-0.577156224,-1,-0.55
Down,-0.581787518,-1,-2.95
Down,-0.56426691,-1,-13.78
Up,-0.536242957,-1,0.01
Up,-0.507572982,-1,2.84
