Direction,Outer Ratio,Inner Ratio,Change in $,% Change over last 100 Trials
Down,-0.685670355383952,-0.478260869565217,-0.0100000000002183,-0.00262845027517455
Up,-0.744436963351317,-0.144927536231884,0.0100000000002183,-0.0026284534121066
Up,-0.252946259687235,0.282608695652174,5,-0.002628450275167
Down,-0.276918320335804,0.282608695652174,-0.0100000000002183,-0.00382415746937825
Up,-0.338765097417536,2.92307692307692,3.01000000000022,-0.00358040501982804
Down,-0.406348982793864,5.01818181818182,-0.0100000000002183,-0.00430074408026804
Up,-0.428795251105537,2.53846153846154,6.51000000000022,-0.00429597023254491
Up,-0.488814633490605,3.46153846153846,0.690000000000509,-0.00585057902283426
Down,-0.559436794028154,9.73684210526316,-0.0100000000002183,-0.00601258288650941
Up,-0.680532587290463,1.21691176470588,0.0100000000002183,-0.00600781108370807
Up,-0.699358130150659,0.80952380952381,0.0100000000002183,-0.00601258288649231
Down,-0.722171440401093,0.688888888888889,-0.0100000000002183,-0.00601257571677283
Up,-0.725255120962794,0.688888888888889,0.0100000000002183,-0.00601258288647522
Down,-0.58798832525069,9.35294117647059,-0.0100000000002183,-0.00601257571675573
Up,-0.554871816636167,7.7258064516129,0.0100000000002183,-0.00601258288645812
Down,-0.480373231876294,7.29032258064516,-0.0100000000002183,-0.00601257571673863
Up,-0.481698407794371,7.32258064516129,0.0100000000002183,-0.00601258288644102
Down,-0.466096283745561,12.3409090909091,-0.0100000000002183,-0.00600301777167989
Up,-0.456401039477278,7.54285714285714,0.0100000000002183,-0.00600302492996274
Up,-0.457742910932703,6.859375,0.299999999999272,-0.00600301777166301
Down,-0.460717569629748,10.5454545454545,-0.0100000000002183,-0.00584748734404394
Up,-0.527527962289025,6.93617021276596,0.0100000000002183,-0.00568980706266764
Down,-0.565312727314552,2.38793103448276,-0.0100000000002183,-0.0056945783093878
Up,-0.567296973295943,5.30733752620545,0.0100000000002183,-0.00560619142700536
Up,-0.567356532667982,1.93406593406593,0.440000000000509,-0.00528129224417984
Down,-0.568930173455818,3.72413793103448,-0.0100000000002183,-0.00538849882604531
Up,-0.547295636652784,3.41935483870968,0.0100000000002183,-0.00475554548209534
Down,-0.543585836118853,3.07920792079208,-0.0100000000002183,-0.00476031536325783
Up,-0.502676118622017,6.55670103092783,0.0100000000002183,-0.00475554548208201
Up,-0.477898089665962,0.029082774049217,2.05999999999949,-0.00475553981405641
Up,-0.477712782928148,-0.692610837438424,0.5,-0.00517700780210362
Down,-0.479117501790088,-0.825847123719464,-0.0100000000002183,-0.00451292175593032
Up,-0.486680640613328,-0.693407185810606,0.110000000000582,-0.00441029669067206
Down,-0.482940178696125,-0.819502074688797,-0.0100000000002183,-0.00371572815260857
Up,-0.486404980120964,-0.749819754866619,0.0100000000002183,-0.00371573257839097
Down,-0.476532435129123,-0.729564032697548,-0.0100000000002183,-0.00371572815259791
Up,-0.421927826681386,-0.609597924773022,0.0100000000002183,-0.00335786632015855
Down,-0.353405563144507,-0.55766793409379,-0.0100000000002183,-0.00335786232118451
Up,-0.358550257055508,-0.558999212962185,0.0100000000002183,-0.00335786632014901
Down,-0.347538950338476,-0.53643216080402,-0.0100000000002183,-0.00335786232117496
Up,-0.310549854339232,-0.422416428246703,0.0100000000002183,-0.0022868449617317
Down,-0.263106799953686,-0.38871473354232,-0.0100000000002183,-0.0022916103882229
Up,-0.258567208412662,-0.376656151419558,0.0100000000002183,-0.00228684496172549
Down,-0.2755970685215,-0.420828258221681,-0.0100000000002183,-0.00229161038821668
Up,-0.275330940250582,-0.418248622167789,0.0100000000002183,-0.00377689322736252
Down,-0.275274123065311,-0.421855921855922,-0.0100000000002183,-0.00443776970338572
Up,-0.276034609822847,-0.426060606060606,0.0100000000002183,-0.00443300171642047
Up,-0.22343770711037,-0.293113954905545,0.399999999999636,-0.00443776970337328
Up,-0.155257378967647,-0.635820895522388,0.940000000000509,-0.0045306370365803
Up,-0.0928368806609878,-0.563387175721978,0.0599999999994907,-0.00475685984239815
Up,0.649080079030932,3.76958525345622,2,-0.00476875902103258
Up,0.778292752406219,0.4375,8,-0.00524733613206774
Up,1.41780107650829,75.1,3.60000000000036,-0.00714925799235155
Up,1.44819903281328,75.1,0.699999999998909,-0.00681206423222402
Up,1.47541465488094,75.1,0.430000000000291,-0.00698084670548771
Up,1.49536147663698,75.1,0.319999999999709,-0.00636510408851199
Up,1.51254054747658,75.1,1.14000000000124,-0.00644354555174464
Up,1.4621850292638,75.1,3.80999999999949,-0.00516226937936715
Up,0.795763640179544,323.666666666667,0.5,-0.00590327383722489
Up,0.700409968136722,13,3.94000000000051,-0.00602442099937139
Up,0.421807270539749,19.5526315789474,8.89999999999964,-0.00695785009261662
Up,0.15351369450281,14.0933333333333,0.159999999999854,-0.00906836786201604
Down,0.152861457299316,20.8421052631579,-0.0100000000002183,-0.00910869480975496
Up,0.195659348214771,16.2428571428571,0.0100000000002183,-0.00910394099857958
Up,0.256466664233835,22.1509433962264,0.5,-0.0091086948097292
Down,0.278234422892918,16.5409836065574,-0.0100000000002183,-0.00922488722491277
Up,0.317690429506528,14.9016393442623,9.73999999999978,-0.00922489818457284
Up,0.28858612694905,1.0952380952381,0.270000000000437,-0.0115322174446286
Down,0.269222743821875,3.23333333333333,-0.0100000000002183,-0.0115985525374949
Up,0.24310757732659,4.39473684210526,0.0100000000002183,-0.011593801675241
Down,-0.167284445541968,3.78502415458937,-0.0100000000002183,-0.0115247008126673
Up,-0.152878151145225,3.70048309178744,0.0100000000002183,-0.0115247144955293
Down,-0.0882697445777063,4.52173913043478,-0.0100000000002183,-0.0115247008126349
Up,-0.083209879352976,4.52173913043478,0.0100000000002183,-0.0115247144954969
Down,-0.0696188060704636,7.888,-0.0100000000002183,-0.0115247008126025
Up,-0.0542714960266874,7.736,5.01000000000022,-0.0114175142095967
Up,-0.0575157695274908,-0.900888585099111,0.979999999999563,-0.0126065391208157
Up,-0.0587654654432254,-0.585227272727273,0.0100000000002183,-0.0128361371302372
Up,-0.0511193128907289,-0.169421487603306,0.0100000000002183,-0.0128408861034759
Down,0.520690084037157,11.8031874039939,-0.0100000000002183,-0.0128408708636136
Up,0.568999123485103,14.2203389830508,0.0100000000002183,-0.012347790631104
Up,0.773655763899546,26.3663793103448,0.0200000000004366,-0.012231081527341
Up,0.801089495067515,16.452380952381,1.43999999999869,-0.0122381966327787
Up,0.805006602405753,-0.626851516249849,3.54000000000087,-0.0125528290433661
Up,0.692062317097583,1.53092783505155,0.479999999999563,-0.0133929354720925
Up,0.650307744441465,1.36082474226804,0.0100000000002183,-0.0135040964026574
Up,0.51552982824944,1.53546910755149,0.510000000000218,-0.0135088430818697
Up,0.487272073291148,0.954337899543379,0.149999999999636,-0.0136270934140283
Down,0.467900833144555,0.718535469107551,-0.0100000000002183,-0.0136649525305665
Up,0.457196773065116,0.706024096385542,0.0100000000002183,-0.0136602060359292
Down,0.264957409035069,-0.00513698630136983,-0.0100000000002183,-0.0136649525305279
Up,0.238250040188369,0.0754716981132075,0.0100000000002183,-0.0136602060358906
Down,0.112741530987466,0.959612404476305,-0.0100000000002183,-0.0136649525304893
Up,0.151265018405148,0.940878378378378,0.0100000000002183,-0.0136602060358519
Down,0.251041938386826,0.888698630136986,-0.0100000000002183,-0.0136649525304506
Up,0.274452217072956,0.797004991680532,0.0100000000002183,-0.0136602060358133
Down,0.261731521179181,0.767402376910017,-0.0100000000002183,-0.013664952530412
Up,0.228038551288033,0.837651122625216,0.0100000000002183,-0.0136602060357747
Down,0.187943166691654,0.59106529209622,-0.0100000000002183,-0.0135673172102011
Up,0.126602063088608,0.763671875,0.0100000000002183,-0.0133411158966987
Down,0.112200811653932,1.10023866348449,-0.0100000000002183,-0.0133291952256978
Up,0.104573222031396,0.654901960784314,0.0100000000002183,-0.0128506396069781
Down,0.0737872731741794,1.08558558558559,-0.0100000000002183,-0.0109486962543277
Up,0.0886923918153384,1.87838346687683,0.0100000000002183,-0.0100902074494915
Up,0.118636627091562,2.01910828025478,0.0500000000010914,-0.00992617533324158
Up,0.216284111555829,3.51535836177474,0.5,-0.00983579408868507
Down,0.422387192239404,4.34505403711372,-0.0100000000002183,-0.00987799341129691
Up,0.553296130235995,2.86687306501548,0.0100000000002183,-0.00960468529093816
Down,0.555426318236552,2.86687306501548,-0.0100000000002183,-0.00870165247179377
Up,0.557603991027375,2.4747191011236,0.0100000000002183,-0.00858052263748088
Down,0.404793295945657,3.23389830508475,-0.0100000000002183,-0.00764707621636096
Up,0.41776129562603,3.26291718575831,0.0100000000002183,-0.00553181114171331
Down,0.431776432422046,3.50643564356436,-0.0100000000002183,-0.00549623149918155
Up,0.470903744585513,3.90731692135321,0.0100000000002183,-0.00549623800510868
Down,0.452318557236621,3.94208494208494,-0.0100000000002183,-0.00549623149916623
Up,0.447407942479474,4.17813765182186,0.0100000000002183,-0.00537529177873441
Up,0.447973876895733,14.8604651162791,0.299999999999272,-0.00538002812428151
Down,0.465839743081524,16.8289473684211,-0.0100000000002183,-0.00314127620889981
Up,0.479617444248749,1.63888888888889,2.01000000000022,-0.00307495852492412
Down,0.480920624611115,2.11111111111111,-0.0100000000002183,-0.00355267350004063
Up,0.494345139318867,2.89583333333333,0.0100000000002183,-0.00354794060585495
Up,0.513572245903516,4.13758769754093,0.0300000000006548,-0.00355267350003019
Up,0.551819334365891,4.99029126213592,0.0100000000002183,-0.00355739798851418
Up,0.594067195853798,5.43333333333333,0.429999999998472,-0.00356213087150947
Up,0.63835544321737,5.4,0.530000000000655,-0.00366142870593733
Down,0.774438824934272,27.7391304347826,-0.0100000000002183,-0.00378910060989868
Up,0.787108647695411,27.7391304347826,0.0100000000002183,-0.00260009373621695
Down,0.815778040155608,27.7391304347826,-0.0100000000002183,-0.00237047768921506
Up,0.80337928639656,1.32962962962963,3.75,-0.00236574675351364
Up,0.57795550662286,4.46666666666667,0.260000000000218,-0.00324990575740558
Up,0.535465933252751,4.36842105263158,0.899999999999636,-0.00331371118156931
Up,0.494074636958442,4.02173913043478,0.0799999999999272,-0.0035240097212903
Up,0.0947378219856284,11.1304347826087,0.0200000000004366,-0.00353817757530561
Down,0.0559032373899125,11.1304347826087,-8.85000000000036,-0.0032020753304296
Up,0.115344677168866,11.1304347826087,8.85000000000036,-0.000273387463025188
Up,0.144789792533545,11.1304347826087,0.069999999999709,-0.0022529963188731
Up,0.136435064874292,5.09420289855072,4.56999999999971,-0.00226716967765128
Up,0.0841112195996908,-0.293650793650794,1.36000000000058,-0.00322626917103586
Down,0.0273362055121092,0.203883495145631,-0.0100000000002183,-0.00351193846551068
Up,0.000883069529605932,1.53409090909091,0.360000000000582,-0.00351194261169963
Up,-0.0215784699795538,1.63565891472868,0.8799999999992,-0.00359457343496739
Up,-0.0409246101938855,1.90697674418605,0.770000000000437,-0.00380469767138369
Up,-0.0629935939263746,0.616666666666667,0.229999999999563,-0.00398410285098971
Up,-0.164799002091323,10.35,1.77000000000044,-0.00404075809147719
Down,-0.193024289550471,10.6428571428571,-1.22999999999956,-0.00445617931569386
Up,-0.210032645245147,11.7857142857143,1.22999999999956,-0.00416827897149763
Down,-0.209659572713876,16.3571428571429,-0.0100000000002183,-0.00445622144603841
Up,-0.198626438735189,20.2727272727273,0.0100000000002183,-0.00445622670656176
Up,-0.195391929216098,20.2727272727273,0.170000000000073,-0.0044562214460262
Down,-0.192838956933008,20.2727272727273,-0.0100000000002183,-0.00449870458265611
Up,-0.187866726369512,94.75,0.0100000000002183,-0.00449397960265974
Up,-0.179496325126656,32.9090909090909,0.530000000000655,-0.00449870458264345
Up,-0.186454355956838,37.6666666666667,0.429999999998472,-0.00462141067482658
Up,-0.190078378582772,52.4444444444444,0.630000000001019,-0.00472524236289185
Up,-0.20209932566635,6.45454545454545,0.239999999999782,-0.00487152996357154
Up,-0.223791621817562,4.67333333333333,0.0900000000001455,-0.0049163296596888
Up,-0.240627769627907,4.11471571906355,0.680000000000291,-0.00481930715954904
Up,-0.320386068059848,1.56819481509722,1.22999999999956,-0.00498210456079429
Up,-0.317187822155711,1.4208957919451,0.5,-0.00526991021558043
Up,-0.31556264825722,0.581081081081081,0.290000000000873,-0.00539021364042402
Up,-0.310144074507819,9.80434782608696,0.209999999999127,-0.00545624890836938
Up,-0.29819035648605,13.2608695652174,0.0100000000002183,-0.0055081434255202
Up,-0.292961182796796,4.8,2.98999999999978,-0.00550813692458219
Up,-0.290197176540847,15.5,1,-0.00621568976094511
Down,-0.289486569198792,15.5,-24.9599999999991,-0.00644909041838626
Up,-0.288612567054971,15.5,24.9599999999991,-0.000567438433968004
Up,-0.279503239227729,15.5,1,-0.00646645232233656
Up,-0.282891838010953,15.5,1.07999999999993,-0.0066312405206217
Up,-0.291811764020652,9.91666666666667,0.920000000000073,-0.00688817230816841
Up,-0.301788252281846,0.308943089430894,2,-0.00662965155092432
Up,-0.312797968770824,1.26016260162602,1,-0.00710332495750832
Up,-0.354962793837802,19.8064516129032,9,-0.00733655961953028
Up,-0.336165238885358,4.21052631578947,5.8700000000008,-0.00944960792528438
Up,-0.175114880771854,4.21052631578947,0.119999999998981,-0.0108285825690588
Up,-0.0908942880011692,-0.41025641025641,5.01000000000022,-0.0107551353123307
Down,-0.0302113776600234,6.96153846153846,-0.0100000000002183,-0.0118079638507687
Up,0.0435358120929846,6.96153846153846,0.0100000000002183,-0.0118079777406992
Up,0.102887086150839,6.96153846153846,10,-0.0118079638507358
Up,0.109379798223686,-0.314569536423841,1,-0.0141605041801496
Up,0.293035758311772,5.54545454545455,5,-0.0135087200935891
Up,0.479413361219961,35.6666666666667,1.77000000000044,-0.0146208527104226
Up,0.499265742116863,32,2.22999999999956,-0.0148233878669792
Up,0.50870619741154,-0.303030303030303,8.29000000000087,-0.0153274835048247
Up,0.513451121096586,0.731578947368421,0.479999999999563,-0.017266486172784
Up,0.101817857264543,1.30083407173402,1.22999999999956,-0.01946988365199
Down,-0.0724660300961919,2.47857142857143,-0.0100000000002183,-0.0176648302137232
Up,-0.111896746444453,2.60544217687075,0.0100000000002183,-0.0176459496046304
Down,-0.157709476092128,3.81012658227848,-0.0100000000002183,-0.0165685603500965
Up,-0.171032273885708,3.6624203821656,0.0100000000002183,-0.0162450713679811
Down,-0.210803353008337,6.18032786885246,-0.0100000000002183,-0.0162497742874388
Up,-0.248722761207368,2.25454545454545,0.0100000000002183,-0.01616243639847
Down,-0.277278664343748,0.778656126482213,-0.0100000000002183,-0.0159570192277003
Up,-0.276377283740967,0.402593587376196,0.0100000000002183,-0.0157729069823933
Down,-0.27908748594581,0.54535937035937,-0.0100000000002183,-0.0157209588075524
Down,-0.283926362662914,0.15,-10.7600000000002,-0.0153008305176348
Down,-0.289730447806199,-0.28125,-4.22999999999956,-0.0130711867304618
Down,-0.283477556879659,0,-4.68000000000029,-0.0117889959042563
Up,-0.233771898010437,5.72222222222222,0.0100000000002183,-0.0106934085721859
Down,-0.201772937540109,5.83333333333333,-0.0100000000002183,-0.010693396017073
Up,-0.142502846490712,-0.180661577608143,0.0100000000002183,-0.0106509306960496
Down,-0.100435099252434,-0.0121359223300971,-0.0100000000002183,-0.0106556378603975
Up,-0.0733854159561866,-0.4,0.0100000000002183,-0.0106509306960203
Down,-0.0605394016908513,-0.0876826722338204,-0.0100000000002183,-0.0105282067881887
Up,0.0588368387468944,0.125498007968128,0.0100000000002183,-0.0104243929157299
Down,0.184241335409309,0.262948207171315,-42.5599999999995,-0.0102780874994017
Up,0.264361772439486,0.658536585365854,42.5499999999993,-0.000231238707270709
Up,0.741760859879948,41.5789473684211,0.0100000000002183,-0.0102480218530592
Up,0.797602238221803,41.5789473684211,17.4099999999999,-0.010089936770199
Up,0.770632414388049,-1,0.840000000000146,-0.0138864622964747
Up,0.719602271469291,-0.57396449704142,1.42000000000007,-0.0139652972453326
Down,0.539674095306489,5.54838709677419,-0.0100000000002183,-0.0142295049839345
Up,0.28385777462493,10.2539682539683,0.0100000000002183,-0.0141776335351163
Down,0.236158482922882,12.0714285714286,-0.0100000000002183,-0.0141776169676675
Up,-0.0885789860198156,15.7678571428571,2.43000000000029,-0.0134700871996372
Down,-0.244452671452181,2.63394736842105,-0.0100000000002183,-0.0138034088681245
Up,-0.170601701845237,6.49382716049383,0.0100000000002183,-0.0196850845843228
Down,-0.112588554098416,8.3943661971831,-0.0100000000002183,-0.0137860469641182
Up,-0.013633901255283,12.0655737704918,0.0100000000002183,-0.0135479678476909
Down,8.53331594962736E-05,11.9754098360656,-0.0100000000002183,-0.0132957422246247
Up,0.0116315738863165,12.0491803278689,1.82999999999993,-0.013076575295538
Up,0.0299489300692475,5.77586206896552,0.190000000000509,-0.0130337167538543
Down,0.0339386215490569,118,-0.0100000000002183,-0.0128425921495199
Up,0.0121865720336207,0.348825680693648,3.57999999999993,-0.0107201101005958
Up,0.00235713887988212,0.137019230769231,0.5,-0.0101767449082808
Up,0.000271988399168948,0.0682382133995036,0.100000000000364,-0.0102655122116371
Up,0.00151785060823231,-0.0436320754716981,0.159999999999854,-0.009110776232363
Up,0.000354501261185022,0.0406593406593407,0.229999999999563,-0.00915055943859633
Up,-0.00449396216102997,-0.554364471669219,1.01000000000022,-0.00920201823303657
Down,-0.0082613798125811,-0.385805277525023,-0.0100000000002183,-0.00708812719181395
Up,-0.00376285492172716,0.0257270693512304,0.0100000000002183,-0.00685104622648969
Down,0.069888911664613,0.464351005484461,-0.0100000000002183,-0.00567981423342023
Up,0.120658433364233,2.43014705882353,0.0100000000002183,-0.00526227448914973
Up,0.188589048880515,29.9666666666667,0.760000000000218,-0.0047416164535008
Up,0.257727049152408,13.2272727272727,5.85000000000036,-0.00297566621252088
Up,0.66398248951059,16.453125,0.8799999999992,-0.00423153094728157
Up,0.732296432183383,2.19117647058824,2.5,-0.00414912218224828
Up,0.977184514904039,3.3,0.0100000000002183,-0.00473574757826811
Up,1.04401654385448,7.47126436781609,3.6299999999992,-0.00473574210647842
Up,1.09097195514762,7.47126436781609,2.3700000000008,-0.00558621486797461
Up,1.11327613505387,15.45,2,-0.0061373765408792
Up,1.1451089693508,41.75,8,-0.00660668087078009
Up,1.10852810229545,5,0.200000000000728,-0.00847175257978239
Up,1.05343755035148,5.89887640449438,0.459999999999127,-0.00852073629120209
Up,0.973311429596482,5.39024390243902,0.340000000000146,-0.00862566798577102
Up,0.762090183728774,4.23913043478261,3,-0.00870729484923571
Up,0.429601104207688,14.7857142857143,1.60000000000036,-0.0119267494186923
Up,0.301714702021163,0.328804347826087,6.09000000000015,-0.0132915929979911
Up,0.216436872075275,1.37267080745342,0.309999999999491,-0.015808855957383
Down,0.00994856881463448,3.4822695035461,-0.0100000000002183,-0.0158787049925015
Up,-0.0172401581404633,6.86585365853659,0.0100000000002183,-0.0158787234884974
Up,-0.0551435159175387,3.10738255033557,1,-0.0158787049924585
Down,-0.172888353028845,4.22666666666667,-0.0100000000002183,-0.0161139354120687
Up,-0.185914127177505,1.55342298935776,0.0100000000002183,-0.0161092595226051
Up,-0.217007901422996,2.56435643564356,0.989999999999782,-0.016113935412025
Up,-0.230115864398784,3.17640534545258,0.0100000000002183,-0.0163421155011387
Down,-0.278422866531716,3.03465346534653,-0.0100000000002183,-0.0263346671759235
Up,-0.289323987942516,3.03465346534653,0.0100000000002183,-0.0162943218143301
Up,-0.275417928860919,5.05434782608696,0.899999999999636,-0.0162943027760707
Up,-0.194769498386595,7.25555555555556,0.0900000000001455,-0.0124171525872065
Up,-0.183388013797511,11.125,0.0100000000002183,-0.0122413316053365
Up,-0.0916107879894761,14.4583333333333,5,-0.0119110516276879
Down,-0.0915578921459198,48.5,-1,-0.0130774023945299
Down,-0.0898540616970235,86.875,-0.0100000000002183,-0.0128423941149678
Up,-0.090835118715549,-0.160526315789474,2.01000000000022,-0.0128424091010784
Down,-0.102780595274772,0.447643979057592,-0.0100000000002183,-0.0127410361149018
Up,-0.135647712784458,0.472495044440182,0.0100000000002183,-0.0127410509789012
Up,-0.230935870562046,1.1404958677686,2,-0.0127410361148672
Down,-0.260199076767219,-0.546875,-0.0100000000002183,-0.0132086559573474
Up,-0.275647557544001,-0.45,0.0100000000002183,-0.0132039888458362
Down,-0.283981492857656,-0.304447852760736,-0.0100000000002183,-0.0132086559573115
Up,-0.286956111160028,-0.327245053272451,0.0100000000002183,-0.0127778795862352
Down,-0.306395449671291,-0.364248317127898,-0.0100000000002183,-0.0127357310346334
Up,-0.312956867405579,-0.630952380952381,0.0100000000002183,-0.0127357458889579
Down,-0.336396005282856,-0.664488017429194,-0.0100000000002183,-0.0119000979547641
Down,-0.358337790279621,-0.84156378600823,-8.98999999999978,-0.0117807856733465
Down,-0.38806998553266,0.352941176470588,-8.96999999999935,-0.00966644651725157
Down,-0.376814027256078,-0.0181159420289855,-3.44000000000051,-0.00754053851638536
Down,-0.372403717378442,-0.899038461538462,-1.57999999999993,-0.00668496099066029
Up,-0.364823385014176,-0.970588235294118,0.0100000000002183,-0.00608027392152422
Down,-0.357324485500726,-0.82258064516129,-0.0100000000002183,-0.00608494518964386
Down,-0.257732134500204,-0.830960854092527,-2.30000000000109,-0.00608027392150778
Down,-0.251344229580834,-0.616822429906542,-1.03999999999905,-0.00554623313122238
Down,-0.237066058773456,-0.714285714285714,-2.43000000000029,-0.00530129185312411
Down,-0.182092837765632,-1,-0.229999999999563,-0.00455659618395443
Down,-0.152904996998077,-1,-7.27000000000044,-0.00313462264846187
