Direction,Outer Ratio,Inner Ratio,Change in $,% Change over last 4 minutes,Total Profit $
Up,,,9322.5,,
Down,,,-0.0100000000002183,,0
Down,,,-3.25,,0
Up,,,0.0100000000002183,,0
Down,,,-0.0100000000002183,,0
Up,,,0.0100000000002183,,0
Down,,,-0.0100000000002183,,0
Up,,,0.0100000000002183,,0
Down,,,-0.0100000000002183,,0
Up,,,0.0100000000002183,,0
Down,,,-0.0100000000002183,,0
Up,,,0.0100000000002183,,0
Down,,,-0.0100000000002183,,0
Up,,,0.0100000000002183,,0
Down,,,-0.0100000000002183,,0
Down,,,-7.02000000000044,,0
Down,,,-1.76999999999862,,0
Down,,,-0.0100000000002183,,0
Up,,,0.0100000000002183,,0
Down,,,-0.0100000000002183,,0
Up,,,0.0100000000002183,,0
Down,,,-0.0100000000002183,,0
Up,,,0.0100000000002183,,0
Up,,,0.549999999999272,,0
Up,,,8.23999999999978,,0
Up,,,0.0100000000002183,,0
Down,,,-0.0100000000002183,,0
Up,,,0.0100000000002183,,0
Down,,,-0.0100000000002183,,0
Up,,,0.0100000000002183,,0
Up,,,5.38999999999942,,0
Up,,,0.360000000000582,,0
Up,,,13.2800000000007,,0
Down,,,-9.20000000000073,,0
Down,,,-0.0100000000002183,,0
Up,,,0.0100000000002183,,0
Down,,,-0.0100000000002183,,0
Up,,,0.0100000000002183,,0
Up,1.70312136334564,0.300793163886326,0.920000000000073,,0
Up,1.70767794839391,0.319080011263306,2.63999999999942,,0
Up,1.71775940940023,0.580746677929973,5.35000000000036,,0
Up,1.75127444199974,0.772329128912932,0.0100000000002183,,0
Down,1.88865227895279,1.7847962232184,-0.0100000000002183,,0
Up,1.9962632927166,5.39829671154111,0.0100000000002183,,0
Up,2.06827083707702,5.40743902959567,2,,0
Up,2.09784262359913,5.43439542201247,7.95999999999913,,0
Up,2.10719180942105,5.46020842790703,2.10000000000036,,0
Up,2.10602708504559,5.46222862992724,6.55000000000109,,0
Up,2.1028299539872,5.47872985253084,0.899999999999636,,0
Up,2.10107355714871,5.47872985253084,7.73999999999978,,0
Up,2.09195095864844,5.50611518298119,3.30999999999949,,0
Down,2.07540136017389,5.52642736552672,-6.77999999999884,-0.0200851146844069,0
Down,2.06143420523736,5.5375347240248,-0.0500000000010914,-0.0171959013140103,0
Down,1.92231161946489,5.56640550884795,-0.069999999999709,-0.0171758546647621,0
Up,1.89809591784457,5.57617966500387,7.34000000000015,-0.0177057943261448,0
Down,1.77358975740183,5.59520778133239,-0.0100000000002183,-0.0196026413245964,0
Down,1.73969534237471,5.61690052475206,-2.76000000000022,-0.0171862248590373,0
Up,1.58364307203819,7.07177725199332,2.77000000000044,-0.0157285651725275,0
Down,1.41022588197729,7.15453559530935,-0.0100000000002183,-0.0171899489636971,0
Up,1.22183369050042,7.13759172475953,0.0100000000002183,-0.0171830444519362,0
Down,1.16861698896098,7.12203487540776,-0.0100000000002183,-0.0177593704328619,0
Down,1.10959651118794,7.12099382451882,-7.34000000000015,-0.0171830444518968,0
Up,1.03757143505947,7.10357907736053,0.0100000000002183,-0.0127901144812902,0
Down,0.849175542901312,7.00994924641029,-0.0100000000002183,-0.0126690202850635,0
Down,0.667665659734374,6.91123698551795,-0.139999999999418,-0.0116246384976693,0
Down,0.648710932894218,6.90291225569014,-16.5799999999999,-0.0115783627921184,0
Up,0.642461043791894,6.90295397804544,4.98999999999978,-0.0056711837248428,0
Down,0.6104120919582,6.84871488240551,-0.0100000000002183,-0.00745468807421879,0
Up,0.580273081574203,6.79125803229015,0.0100000000002183,-0.00721076417547752,0
Up,0.547945482663978,6.65727765938132,0.0799999999999272,-0.00721075646839094,0
Down,0.555185377315958,6.65747630940076,-0.0100000000002183,-0.0068029171101535,0
Up,0.584202885101639,6.47495765657754,0.0100000000002183,-0.00679642790735045,0
Down,0.586348090710276,6.43938641082961,-0.0100000000002183,-0.00581973800146685,0
Up,0.598802430850739,6.20453095881889,0.0100000000002183,-0.00564014133864485,0
Down,0.49275325580633,6.2639695235141,-0.0100000000002183,-0.00429329465228112,0
Up,0.429236101845685,8.27197720914362,0.0100000000002183,-0.000760316751691192,0
Down,0.384317796825414,8.24674324232656,-0.0100000000002183,1.06433335424732E-05,0
Up,0.359958838549439,8.24674324232656,0.0100000000002183,0.00242995292903794,0
Up,0.334846845076814,8.23374516027337,5,0.00275795004580139,0
Up,0.297431486465089,9.93811772662064,5.01000000000022,0.000883487183312252,0
Up,0.284059227439382,9.94729046994628,3.34000000000015,0.00185548927516025,0
Up,0.290967870277268,10.2618092618702,0.0499999999992724,-0.00219249165144331,0
Down,0.306412210517239,10.9588931360221,-0.0100000000002183,-0.00191719251633126,0
Up,0.307544267798092,11.0264387621067,2.65000000000146,-0.00185766335960373,0
Down,0.309453237778118,11.0224428143888,-2.64000000000124,-0.000257292879929045,0
Down,0.307241636807207,10.9780359048812,-3.57999999999993,0.000555399465136703,0
Down,0.309143048448075,10.9735914604368,-4.81999999999971,0.00265761085558377,0
Up,0.313009729840637,10.9609782917125,0.0100000000002183,0.00401425268785091,0
Up,0.304295737224221,10.5354845189169,9.98999999999978,0.00390287032578179,0
Down,0.334864849553629,9.534631461178,-8.73999999999978,0.000989960584240291,0
Up,0.360082392461147,5.93064720396425,0.489999999999782,0.00156867343771084,0
Up,0.380739539793062,5.8844587262914,9.25,0.00362391541872922,0
Down,0.391510931628291,5.98170732801617,-4.98999999999978,0.000874864102547631,0
Up,0.402147285396195,6.0142650316011,4.98999999999978,0.0022911600286272,0
Down,0.448815620490521,5.84038063664628,-3.57999999999993,0.000828071244911518,0
Down,0.495178078840805,5.54606402558583,-0.0100000000002183,0.00105871534975456,0
Up,0.482936581333661,4.53046583050536,0.0100000000002183,0.00194200905180359,0
Down,0.490119674387329,4.60023526682444,-0.0100000000002183,0.00193607724395436,0
Up,0.453296220349118,4.56149067651701,0.0100000000002183,-0.000251116643771571,0
Down,0.448496969741798,4.55158986071461,-12.7600000000002,-0.000298242319594339,0
Down,0.437181600107538,4.50787522180396,-1.67000000000007,-0.00149879029394281,0
Up,0.417876002825341,4.50999219000848,0.0100000000002183,0.000611931153774145,0
Down,0.410563233155112,4.50825269559373,-0.0100000000002183,0.000611930488100568,0
Down,0.400784165555652,4.5135946886902,-1.19000000000051,0.000641100095617531,0
Down,0.377383558221524,4.50719471368426,-1.86999999999898,0.000996656249832094,0
Up,0.363845920037108,4.49831152219248,0.0100000000002183,0.00163312605672419,0
Down,0.339452126819526,4.47505056466549,-0.0100000000002183,0.00158194558748692,0
Down,0.336405608328959,4.46232047807867,-1.96000000000095,0.00158194729075679,0
Down,0.331959210943925,4.45751516330584,-16.4200000000001,0.00213600422186972,0
