Direction,Outer Ratio,Inner Ratio,Change in $,% Change over last 4 minutes,Total Profit $
Up,,,8756.01,,
Up,,,9,,0
Up,,,4.11999999999898,,0
Up,,,4.32999999999993,,0
Up,,,3.93000000000029,,0
Up,,,1.69000000000051,,0
Up,,,4.92000000000007,,0
Down,,,-0.0100000000002183,,0
Up,,,0.0100000000002183,,0
Down,,,-0.0100000000002183,,0
Up,,,0.0100000000002183,,0
Down,,,-0.0100000000002183,,0
Up,,,0.0100000000002183,,0
Down,,,-0.0100000000002183,,0
Up,,,0.0100000000002183,,0
Up,,,1,,0
Down,,,-0.0100000000002183,,0
Up,,,0.0100000000002183,,0
Up,,,10.4500000000007,,0
Down,,,-0.0100000000002183,,0
Up,,,0.0100000000002183,,0
Down,,,-0.0100000000002183,,0
Up,,,11.3400000000001,,0
Down,,,-4.59000000000015,,0
Down,,,-1.04000000000087,,0
Up,,,0.0100000000002183,,0
Down,,,-1.15999999999985,,0
Up,,,0.0100000000002183,,0
Down,,,-0.0100000000002183,,0
Up,,,0.0100000000002183,,0
Down,,,-0.0100000000002183,,0
Down,-0.841574897231026,-0.915289614683829,-2.69000000000051,,0
Down,-0.847299105179551,-0.927370691894112,-13.2699999999986,,0
Down,-0.844109162063118,-0.93316580368496,-0.0400000000008731,,0
Down,-0.841046339097648,-0.941109230527091,-0.0100000000002183,,0
Up,-0.840597937314115,-0.942536262253836,0.0100000000002183,,0
Down,-0.838282474073186,-0.946809782408932,-3.95999999999913,,0
Down,-0.828494617079435,-0.960459098575237,-2.33000000000175,,0
Down,-0.823015288118311,-0.963624958855846,-6.09999999999854,,0
Down,-0.760528104888345,-0.954690482372331,-1.61000000000058,,0
Down,-0.723286211174749,-0.964110548224742,-7.28000000000065,,0
Down,-0.717110781623647,-0.964615116052145,-1.71999999999935,,0
Down,-0.701379852928365,-0.965790702723719,-1,,0
Up,-0.691964927025777,-0.966926505192855,0.0100000000002183,,0
Down,-0.666882923385895,-0.965284393595448,-4.30999999999949,,0
Down,-0.596727606451365,-0.950675000789539,-5.70000000000073,,0
Down,-0.58071920548322,-0.946649122512343,-10,,0
Down,-0.51266907131322,-0.945658934376597,-0.489999999999782,,0
Down,-0.48323347306908,-0.945658934376597,-2.40999999999985,,0
Down,-0.460401152875413,-0.945658934376597,-4.84000000000015,,0
Up,-0.432981053658719,-0.937250908174964,0.0100000000002183,,0
Down,-0.418440984759747,-0.933118472386473,-2.27000000000044,0.0232384946732711,0
Up,-0.378200243757869,-0.915638056525738,0.0100000000002183,0.0240807277957056,0
Down,-0.351177635745822,-0.904534451453132,-0.0100000000002183,0.0233246254415512,0
