Direction,Outer Ratio,Inner Ratio,Change in $,% Change over last 4 minutes,Total Profit $
Up,,,8801.1,,
Up,,,8.89999999999964,,0
Up,,,5.65999999999985,,0
Down,,,-1.79999999999927,,0
Up,,,0.0100000000002183,,0
Down,,,-0.0100000000002183,,0
Up,,,0.0100000000002183,,0
Down,,,-0.0100000000002183,,0
Up,,,0.0100000000002183,,0
Down,,,-0.0100000000002183,,0
Up,,,0.0100000000002183,,0
Down,,,-0.0100000000002183,,0
Up,,,9.97999999999956,,0
Down,,,-9.96999999999935,,0
Up,,,5.83999999999833,,0
Down,,,-5.82999999999993,,0
Down,,,-0.0199999999986176,,0
Up,,,0.0100000000002183,,0
Down,,,-0.0100000000002183,,0
Up,,,0.0100000000002183,,0
Down,,,-0.0100000000002183,,0
Up,,,0.0100000000002183,,0
Down,,,-0.0100000000002183,,0
Up,,,0.0100000000002183,,0
Down,,,-0.0100000000002183,,0
Up,,,0.0100000000002183,,0
Down,,,-3.8700000000008,,0
Up,,,2.79999999999927,,0
Down,,,-0.00999999999839929,,0
Up,,,0.209999999999127,,0
Up,,,8.21999999999935,,0
Up,,,0.0300000000006548,,0
Up,,,0.0499999999992724,,0
Up,,,0.0100000000002183,,0
Up,,,2.31999999999971,,0
Down,,,-2.30999999999949,,0
Up,,,2.30999999999949,,0
Down,,,-0.00999999999839929,,0
Up,,,0.00999999999839929,,0
Down,,,-0.00999999999839929,,0
Up,,,0.00999999999839929,,0
Down,,,-0.00999999999839929,,0
Up,,,0.00999999999839929,,0
Down,,,-2.6299999999992,,0
Down,,,-0.920000000000073,,0
Down,,,-0.0799999999999272,,0
Up,,,0.0100000000002183,,0
Down,,,-0.0100000000002183,,0
Down,,,-17.4899999999998,,0
Up,,,4.80999999999949,,0
Down,,,-6.30999999999949,,0
Up,,,6.03999999999905,0.00346500549771087,0
Up,,,0.230000000001382,0.00182829253350061,0
Up,,,0.93999999999869,0.00180918883841703,0
Up,,,1.78000000000065,0.00431059771072487,0
Down,0.0314237783719775,0.916441416565399,-0.0100000000002183,0.00372681214027771,0
Up,0.0538900135855433,0.928465696698836,0.0100000000002183,0.00103929193242033,0
Down,0.348803545633619,1.7369470546441,-0.0100000000002183,0.00101248264313577,0
Up,0.430652938013965,2.64142857701655,5.05999999999949,0.00117785412517715,0
Up,0.434093822895625,2.64806688288531,0.820000000001528,-0.000384838769169739,0
Up,0.464242264648099,2.92000917429831,2.65999999999985,-0.000640083634439397,0
