Direction,Outer Ratio,Inner Ratio,Change in $,% Change over last 100 Trials,Total Profit $
Up,-0.594638593444758,0.884057971014493,10749.99,,
Down,-0.721426583821692,-0.386525298090847,-0.0100000000002183,,0
Down,-0.753548826047244,-0.562085935094886,-6.92000000000007,,0
Down,-0.771866381102702,-0.775427714742663,-2.5,,0
Down,-0.771792895661542,-0.817962913087634,-0.0100000000002183,,0
Down,-0.771125856837547,-0.81975193914111,-0.00999999999839929,,0
Up,-0.765993030772741,-0.806034065742547,0.00999999999839929,,0
Down,-0.758171530471994,-0.791235365695954,-0.00999999999839929,,0
Down,-0.756350854345683,-0.789541526530441,-0.0100000000002183,,0
Down,-0.751766209246069,-0.780982069659637,-0.0100000000002183,,0
Down,-0.782527289925059,-0.823189267769484,-3.60000000000036,,0
Down,-0.780479438731483,-0.825717811076571,-1.92000000000007,,0
Down,-0.774169760265134,-0.824605355447886,-15.9500000000007,,0
Down,-0.766230523034021,-0.824443511869931,-7.38999999999942,,0
Up,-0.701964402262931,-0.808100074835742,5.03000000000065,,0
Down,-0.689180709568595,-0.810560243533024,-0.0100000000002183,,0
Up,-0.301407857047108,-0.609770310279286,0.0100000000002183,,0
Down,-0.250162758338877,-0.310139954082368,-0.0100000000002183,,0
Up,-0.232685763551076,-0.23620025912071,0.0100000000002183,,0
Down,-0.223536795213504,-0.196915434179229,-0.0100000000002183,,0
Up,-0.0572802221393766,1.35279651768738,2.78999999999905,,0
Up,-0.0495436887672626,1.40157508470505,12.0500000000011,,0
Up,-0.079781269652032,4.07964776033049,3.53999999999905,,0
Up,-0.249061522799406,6.62655319575235,0.0100000000002183,,0
Up,-0.322096089612806,10.1537267080745,0.0100000000002183,,0
Up,-0.347390776695198,13.9327122153209,5.45000000000073,,0
Down,-0.377604492898821,17.6729425465839,-0.0100000000002183,,0
Up,-0.575114648179632,3.08888888888889,0.0100000000002183,,0
Down,-0.696628867217101,-0.713692946058091,-0.0100000000002183,,0
Up,-0.711987571326901,-0.699346405228758,0.0100000000002183,,0
Down,-0.715934132050088,-0.788990825688073,-0.0100000000002183,,0
Up,-0.735279242089841,-0.810699588477366,0.0100000000002183,,0
Down,-0.741037047020344,-0.810699588477366,-0.0100000000002183,,0
Down,-0.802136421014658,-1,-0.920000000000073,,0
Down,-0.806380565890678,-1,-9.04000000000087,,0
Down,-0.802818830666539,-1,-4.78999999999905,,0
Down,-0.790963515223805,1.69801553062985,-3.26000000000022,,0
Down,-0.719251254947246,-0.739130434782609,-0.0100000000002183,,0
Down,-0.666977659316166,-1,-0.290000000000873,,0
Down,-0.614568572806132,-1,-0.159999999999854,,0
Down,-0.608811194300189,-1,-3.27999999999884,,0
Down,-0.60537519202463,-0.995454545454545,-0.8700000000008,,0
Down,-0.590635036917785,-1,-3.85000000000036,,0
Down,-0.51304481132206,-0.891304347826087,-20.1399999999994,,0
Down,-0.499676722436107,-0.582125603864734,-0.719999999999345,,0
Down,-0.510240382887726,-0.0204081632653061,-3.19000000000051,,0
Down,-0.520089707475227,-1,-0.799999999999272,,0
Down,-0.580777485141582,-0.980600643371068,-4.20000000000073,,0
Up,-0.59535533887059,-1,0.0100000000002183,,0
Down,-0.602597446856892,-1,-0.0100000000002183,,0
Up,-0.685713896453747,-1,0.0100000000002183,,0
Down,-0.698667844716058,-1,-0.0100000000002183,0.0121157538533834,0
Down,-0.718759354255368,-1,-1,0.0121157651676578,0
Down,-0.749054540221483,-1,-1.36000000000058,0.0110154991992661,0
Down,-0.776498887687973,-1,-6.82999999999993,0.010804668753073,0
Down,-0.77312038050459,-1,-5.64999999999964,0.0120815167843507,0
Down,-0.758752499939787,0.75,-10.1700000000001,0.0131381223770399,0
Up,-0.731163326086876,5.3448275862069,2.42000000000007,0.015046235183702,0
Up,-0.725385213797931,-1,3.34000000000015,0.0145903388846382,0
Up,-0.710713851868059,-1,7.61000000000058,0.0139619767682091,0
Down,-0.695978927295568,-0.75,-6.15000000000146,0.0125331170300984,0
Up,-0.690831167630226,0,0.0100000000002183,0.0130151602933153,0
Up,-0.683765509252653,0,1.55000000000109,0.0126556409246703,0
Up,-0.675176467923072,1,7.71999999999935,0.00939344273736764,0
Down,-0.644497540544133,1,-9.18000000000029,0.00656737457354151,0
Down,-0.580004847841858,0.956521739130435,-0.0100000000002183,0.00922620435936272,0
Up,-0.516574299252539,1.95652173913043,2.70000000000073,0.00922621299840287,0
