Direction,Outer Ratio,Inner Ratio,Change in $,% Change over last 4 minutes,Total Profit $
Up,,,11254.56,,
Down,,,-0.0100000000002183,,0
Up,,,0.0100000000002183,,0
Down,,,-1.23999999999978,,0
Down,,,-1,,0
Down,,,-0.869999999998981,,0
Down,,,-1.21000000000095,,0
Down,,,-15.2399999999998,,0
Up,,,1.10000000000036,,0
Up,,,0.0100000000002183,,0
Down,,,-0.0100000000002183,,0
Up,,,0.0100000000002183,,0
Down,,,-0.0100000000002183,,0
Down,,,-4.26000000000022,,0
Down,,,-6.84000000000015,,0
Down,,,-3.60000000000036,,0
Down,,,-11.3999999999996,,0
Up,,,0.0100000000002183,,0
Down,,,-0.0100000000002183,,0
Up,,,0.0100000000002183,,0
Down,,,-0.0100000000002183,,0
Up,,,0.0100000000002183,,0
Down,,,-0.0100000000002183,,0
Up,,,0.0100000000002183,,0
Down,,,-0.0100000000002183,,0
Up,,,0.0100000000002183,,0
Up,,,5.54999999999927,,0
Down,,,-5.55999999999949,,0
Up,,,7.98999999999978,,0
Up,,,0.0100000000002183,,0
Up,,,8,,0
Up,,,4,,0
Down,,,-0.0100000000002183,,0
Up,,,0.0100000000002183,,0
Down,,,-0.0100000000002183,,0
Up,,,0.0100000000002183,,0
Down,,,-0.0100000000002183,,0
Up,,,0.0100000000002183,,0
Down,,,-0.0100000000002183,,0
Up,,,0.0100000000002183,,0
Down,,,-0.0100000000002183,,0
Up,,,0.0100000000002183,,0
Down,,,-0.0100000000002183,,0
Up,,,0.0100000000002183,,0
Down,,,-0.0100000000002183,,0
Down,,,-19.5799999999999,,0
Up,,,4.60000000000036,,0
Down,,,-0.0100000000002183,,0
Up,,,0.0100000000002183,,0
Down,,,-0.0100000000002183,,0
Up,,,0.0100000000002183,,0
Down,,,-0.0100000000002183,0.006511352189486,0
Up,,,3,0.00850918896998977,0
Down,,,-2.65999999999985,0.00532663524389691,0
Up,,,2.68000000000029,0.00767244055616323,0
Up,,,0.969999999999345,0.0067447535972233,0
Up,,,0.0100000000002183,0.00633304227805636,0
Down,,,-0.0100000000002183,0.00417348046399525,0
Up,,,0.0100000000002183,0.00183943436088388,0
Down,,,-0.0100000000002183,0.00204034659762588,0
Up,,,0.0100000000002183,0.00251433179766035,0
Down,,,-0.0100000000002183,0.00209364478814558,0
Up,,,0.0100000000002183,0.00251755900776321,0
Down,,,-0.0100000000002183,0.00266456838072901,0
Up,,,0.0100000000002183,0.0020383063548792,0
Down,,,-0.0100000000002183,0.000949244962413736,0
Down,,,-0.979999999999563,0.000378135409131809,0
Down,,,-2.63999999999942,-0.00143361658872765,0
Up,,,0.459999999999127,-0.000961160752905421,0
Down,,,-0.0100000000002183,-0.00104497515785873,0
Up,,,0.0100000000002183,-0.00106448159421921,0
Down,0.16144547040565,-0.7705788063956,-0.0100000000002183,-0.00102623367978298,0
Up,0.216905458722973,-0.882908236182844,0.0100000000002183,-0.00113196504284864,0
Down,0.222175079292083,-0.885589395603134,-0.0100000000002183,-0.00116053808865813,0
Up,0.33919890053077,-0.82926147081716,0.0100000000002183,0.000425346498910745,0
Down,0.377702191085903,-0.799502909086858,-0.0100000000002183,0.00299992993540998,0
Up,0.441200345255267,-0.759324561840759,0.0100000000002183,0.00300417295852723,0
Down,0.484863631774343,-0.738498431325548,-0.0100000000002183,0.00299992993540549,0
Up,0.534828697937971,-0.711728151637127,0.0100000000002183,0.00300417295852274,0
Down,0.617167919454015,-0.650593255799649,-0.0100000000002183,0.002999929935401,0
Up,0.639217234479302,-0.630013817590374,0.0100000000002183,0.00307527358689631,0
