Direction,Outer Ratio,Inner Ratio,Change in $,% Change over last 100 Trials,Total Profit $
Up,-0.22346837944664,-1,10476.15,,
Down,-0.111230261587272,-0.0841281793842036,-0.0100000000002183,,0
Up,-0.104882553577418,0.0106171813691547,0.0100000000002183,,0
Down,0.17653747401923,0.277777777777778,-0.0100000000002183,,0
Up,0.176665857520002,0.277777777777778,0.0100000000002183,,0
Down,0.222316813178573,0.277777777777778,-0.0100000000002183,,0
Up,0.217153951778232,0.277777777777778,0.0100000000002183,,0
Down,0.1706702785564,0.277777777777778,-0.0100000000002183,,0
Up,0.0860154297582865,8.88461538461539,0.0100000000002183,,0
Up,0.0944943177273185,8.88461538461539,0.0100000000002183,,0
Down,0.118709207190048,8.88461538461539,-0.0100000000002183,,0
Up,-0.00526441163417331,8.88461538461539,7.70000000000073,,0
Down,-0.0705732892379141,0.144927536231884,-7.69000000000051,,0
Down,-0.136537393495764,19,-0.0100000000002183,,0
Down,-0.49820022383403,-1,-21.3999999999996,,0
Down,-0.365424656320132,-1,-0.0499999999992724,,0
Up,-0.297241501050815,-1,0.00999999999839929,,0
Down,-0.233013703381832,-1,-0.00999999999839929,,0
Up,-0.451199013406091,-1,0.00999999999839929,,0
Up,-0.350408290371641,-1,5.29000000000087,,0
Down,-0.294837132703981,-1,-0.0100000000002183,,0
Up,-0.126330103129357,-1,0.0100000000002183,,0
Up,0.0138619009621468,-1,16.8199999999997,,0
Down,-0.000118783626629727,-1,-0.0200000000004366,,0
Up,-0.162467862607967,-1,0.0100000000002183,,0
Down,-0.659714604446842,-1,-0.0100000000002183,,0
Down,-0.676089400958065,-1,-1.79999999999927,,0
Down,-0.71748114315479,-1,-4.71999999999935,,0
Down,-0.717470062692447,-1,-0.280000000000655,,0
Up,-0.679747520224453,-1,0.0100000000002183,,0
Down,-0.647496196937792,-1,-0.0100000000002183,,0
Up,-0.344422976421119,-0.315789473684211,0.0100000000002183,,0
Down,-0.374197871707073,-1,-0.0100000000002183,,0
Up,-0.401975834013543,-1,0.0100000000002183,,0
Down,-0.505765400894416,-1,-0.0100000000002183,,0
Up,-0.524362177624805,-1,0.0100000000002183,,0
Down,-0.483143452068224,-1,-0.0100000000002183,,0
Up,-0.477143499472554,-1,0.0100000000002183,,0
Down,-0.458930788711786,-1,-0.0100000000002183,,0
Up,-0.461494926672558,-1,0.0100000000002183,,0
Down,-0.48481242781446,-1,-0.0100000000002183,,0
Up,-0.413685749857091,-1,0.0100000000002183,,0
Down,-0.388548513455376,-1,-0.0100000000002183,,0
Up,-0.313703252724062,-1,0.0100000000002183,,0
Down,-0.246342703599338,-1,-0.0100000000002183,,0
Up,-0.240712072230827,-1,0.0100000000002183,,0
Down,-0.350948040517974,-1,-0.0100000000002183,,0
Up,-0.431599752186655,-1,0.0100000000002183,,0
Down,-0.523783773073173,-1,-0.0100000000002183,,0
Up,-0.542475317507055,-1,0.0100000000002183,,0
Down,-0.555826171098866,-1,-0.0100000000002183,,0
Up,-0.62068079926678,-1,0.0100000000002183,0.00116611115023346,0
Down,-0.73105869434493,-1,-0.0100000000002183,0.0011622918322729,0
Up,-0.770961689120648,-1,0.0100000000002183,0.00116611115023102,0
Down,-0.783044133710749,-1,-0.0100000000002183,0.00116229183227046,0
Up,-0.777342886062516,-1,0.0100000000002183,0.00116611115022858,0
Down,-0.778747441664294,-1,-5.01000000000022,0.00116229183226801,0
Up,-0.781752988855592,-1,0.0100000000002183,0.00212122007562354,0
Down,-0.800732773756794,-1,-6.5,0.00211739984499215,0
Up,-0.787421429381399,-1,0.0100000000002183,0.00336154378290665,0
Down,-0.782857758368266,-1,-0.0100000000002183,0.00336154056289795,0
Up,-0.779811269206637,-1,0.0100000000002183,0.00336154378290043,0
Down,-0.774367305350738,-1,-0.0100000000002183,0.00482963714417384,0
Down,-0.770687123362124,-1,-0.510000000000218,0.0033645311419872,0
Up,-0.756947339517472,-1,0.0100000000002183,0.00346015027851365,0
Down,-0.732659014066329,-1,-0.0100000000002183,-0.000627232463263461,0
Down,-0.738769076190535,-1,-22.3400000000001,-0.000634885083790282,0
Down,-0.722492369244504,-1,-4.64999999999964,0.00363935533626591,0
Down,-0.712483341137853,-1,-1.01000000000022,0.00452861738992683,0
Down,-0.671285763973275,-1,-0.590000000000146,0.00472418375221273,0
Up,-0.550001558592029,-1,0.0100000000002183,0.00584930301142439,0
Down,-0.523511313815445,-1,-4.02000000000044,0.00584547331151652,0
Down,-0.197418436978858,-1,-7.52999999999884,0.00661828153562705,0
Up,0.382136738227634,0.369565217391304,0.00999999999839929,0.0112788916113056,0
Up,0.631199086581819,0.369565217391304,11.1100000000006,0.0112731538806845,0
Down,0.599176969168056,-1,-3.95999999999913,0.00914219129740546,0
Up,0.269500551173202,-0.5,0.0100000000002183,0.00989970389328731,0
Up,0.150981023368335,-0.5,0.00999999999839929,0.00955416906216922,0
Up,0.146762112311445,-0.5,5.9900000000016,0.00865105728688054,0
Up,0.0635947807745428,-1,3.95999999999913,0.00744841740639157,0
Up,0.329711807878542,-1,9.94000000000051,0.00669105530039293,0
Down,0.3208376744652,-1,-8.94000000000051,0.00478401810602058,0
Down,0.317171194346092,-1,-1.01000000000022,0.00649776199826846,0
Up,0.177053138974365,-1,0.0100000000002183,0.00668941253166344,0
Down,0.145666710414938,-1,-0.0100000000002183,0.00668940612276514,0
Up,-0.71145892176562,-1,0.0100000000002183,0.00668941253165123,0
Down,-0.696962327912261,-1,-0.0100000000002183,0.00668940612275293,0
Up,-0.652959925797927,-1,0.0100000000002183,0.00668941253163902,0
Down,-0.448824635882612,-1,-0.0100000000002183,0.00668940612274072,0
Up,-0.465334563640817,-1,0.0100000000002183,0.0066894125316268,0
